Gender,Marital_status,Nationality,Age_at_enrollment,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Attendance,Educational_special_needs,International,Application_mode,Application_order,Previous_qualification,Course,Previous_qualification_(grade),Admission_grade,Curricular_units_1st_sem_(enrolled),Curricular_units_2nd_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_2nd_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_2nd_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_2nd_sem_(grade),GDP,Inflation_rate,Unemployment_rate,Target,Curricular_units_1st_sem_(credited),Curricular_units_2nd_sem_(credited),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(without_evaluations)
0,2,1,20,1,0,0,6,4,2,10,0,0,0,0,1,4,2,6,175.94087900237764,170.3124126182166,3,3,2,3,3,3,15.95681097142502,15.497390671400847,1.5869182298357098,0.7080227438501995,8.139254454299307,Graduate,0,0,0,0
1,2,1,24,0,0,0,5,2,7,9,1,1,0,0,2,3,2,8,169.5442268066685,168.60241634767394,5,4,5,6,3,4,14.09861075547227,12.438276202283427,1.8862706489182826,0.8143458474424242,3.859547476746296,Dropout,0,0,0,0
1,1,1,17,0,1,0,5,1,9,7,0,1,0,0,5,3,2,5,147.1775121881962,142.34059717355868,4,3,3,3,4,3,12.281568698173096,10.586020212532624,2.3382935580918343,1.857197678223003,4.300773673505846,Graduate,0,0,0,0
1,1,1,21,0,0,0,1,4,7,3,1,0,0,0,1,1,2,2,165.42724704421485,159.48872865542825,5,5,5,5,5,5,16.89230479934704,17.465564522854343,1.5369421641751315,1.4493608073077882,3.25384242710928,Dropout,0,0,0,0
0,2,1,17,0,0,0,2,4,10,9,1,1,0,0,1,3,2,6,178.1783772946965,187.51480061550282,5,5,5,4,5,4,13.1278448393564,13.178710708545488,2.0051044089783288,1.1617886068916767,7.048565699556844,Graduate,0,0,0,0
0,1,1,29,0,0,0,2,3,10,3,1,0,0,0,1,4,3,4,133.330386294582,137.77771765314753,5,6,6,6,3,3,18.18623664646279,18.636943375096735,3.3338633175821624,1.8144629376218255,4.244325893404418,Graduate,0,0,0,2
0,1,1,17,0,0,0,5,3,10,3,1,0,0,0,1,4,3,1,173.62547445627013,173.7658866361171,5,5,3,2,5,4,13.3822734213871,11.806964737853662,2.020017317008154,0.857922309337606,6.132514039727861,Graduate,0,0,0,0
0,1,2,26,0,0,0,6,2,7,7,0,1,0,0,3,1,2,7,124.73885620893626,124.22549682106664,3,4,4,3,3,2,19.79721183418799,20.51526229050107,2.524375187077574,2.026291047374328,8.872922591590562,Graduate,0,0,0,0
1,3,1,43,0,0,0,4,4,7,1,0,1,1,0,3,2,2,7,177.28975940496053,177.4805921391146,5,4,4,4,4,4,17.160773924825424,17.495218262196488,0.8860866391340809,1.390434416369594,7.939706996609525,Graduate,0,0,0,0
0,2,1,22,0,0,0,6,2,4,3,0,0,0,0,1,1,3,1,159.45093136359978,158.1900954515866,5,6,5,4,1,2,16.089024294926205,15.092677229452601,1.6836514926812374,0.7122952209320826,7.9858124844386245,Dropout,0,0,0,0
0,1,1,18,0,0,0,2,3,3,2,0,1,0,0,2,3,3,1,158.12805071978585,153.7114559699644,6,7,7,7,1,1,17.599911384268825,20.396447288656407,2.455850225350493,1.620040667092987,4.503868254415835,Graduate,0,1,0,0
1,1,1,23,0,0,0,2,3,7,4,1,1,0,0,3,1,2,3,176.02899227602902,188.88593383931612,6,6,4,5,3,3,16.42988291703082,16.485055246950875,0.016401539378394947,1.0574211821604664,7.165482875126777,Dropout,0,1,0,0
0,2,1,19,1,0,0,2,4,6,10,0,0,0,0,1,1,2,1,172.43952870424272,168.822502402432,4,3,4,5,1,1,13.794498582894732,12.777709264097705,4.674758165131767,1.9608017942522047,4.519369586011042,Graduate,0,0,0,0
0,1,1,17,0,0,0,4,2,4,7,0,1,0,0,3,1,2,7,171.45602943432132,170.96113655969052,4,4,5,6,1,2,10.162890168404441,10.28822803313425,2.7214478010433067,0.9983083331776507,6.832607170917637,Graduate,0,0,0,1
0,1,1,17,1,0,0,2,3,6,9,0,1,0,0,1,4,2,2,134.67493331347373,145.1101721796965,4,3,4,4,4,3,16.956983712009826,18.0172579499994,1.8096929078749255,1.7168531157005025,5.082536534856224,Graduate,0,0,0,0
1,2,1,20,0,0,0,4,1,7,6,1,1,0,0,1,1,3,7,139.83532094415548,141.00668943473013,4,3,4,3,4,3,13.427250747831145,14.755369713489344,2.0653075782748025,0.9550094413457234,1.5181725035236966,Graduate,0,0,0,0
1,1,1,22,0,1,0,6,3,7,7,1,1,0,0,4,1,4,7,141.74033096645766,141.2814606125751,5,4,6,7,3,2,14.241660307966354,15.870620296579009,0.31526415487219595,0.9936153507801095,5.9834325456905555,Enrolled,0,0,0,0
1,1,1,19,0,1,0,1,4,10,7,0,1,1,0,1,3,2,2,141.6677420102876,140.45427507028754,4,4,5,5,0,1,16.96099627069266,17.292508671498354,0.6939529459423859,1.7130936465805005,7.137022515340097,Graduate,0,1,0,0
1,1,1,24,1,0,0,6,4,6,3,0,1,0,0,1,4,2,2,162.71217373495173,162.67652767461271,4,3,5,6,0,1,13.148657197246079,13.684978230498887,2.5003894246476985,1.7315218684502294,8.959625018441724,Graduate,0,0,0,0
1,1,1,21,1,1,0,5,3,4,10,1,1,0,0,1,4,2,6,129.60099942311814,137.04732655949593,4,4,3,3,0,0,12.05113751982691,11.648726057546938,0.34700706769153733,0.9225617582539125,8.994124137508752,Enrolled,0,0,0,0
0,1,1,27,1,0,0,3,6,7,4,0,0,0,0,1,1,2,2,195.52771258932134,200.0,5,6,4,3,5,4,14.109030885923344,14.21736849834526,1.5273917509585913,1.6597283050456344,7.654403208731156,Enrolled,0,0,0,0
0,2,1,21,0,1,0,3,4,6,4,1,1,1,0,1,1,2,5,126.91488744638872,124.59718326719047,4,4,5,5,4,4,14.93131078305825,15.252425874253094,2.8939541044469506,1.2078372144707998,2.9054324737810124,Graduate,1,0,2,0
0,1,1,18,0,1,0,5,1,5,6,0,1,0,0,1,5,4,6,163.64736174206908,162.9714540796893,3,4,4,4,1,2,14.980002940036849,12.878794904418267,0.9927174579361411,1.7972152322308919,6.6886288584453135,Graduate,0,1,1,0
1,1,1,18,0,0,0,1,2,4,2,0,0,0,0,1,1,3,6,161.24821919848665,161.27989079929543,3,3,2,3,0,-1,14.45311736306233,12.842095350045089,1.2853696158533245,1.2063075532939318,9.831650042505998,Dropout,0,0,0,0
1,1,1,17,0,0,0,6,5,6,4,1,1,0,0,4,1,2,1,182.6407677261797,188.3592479560911,4,3,2,3,4,3,14.683633267472262,14.325421969058896,2.3866397188480653,0.7761833306797076,8.295719901073861,Graduate,0,0,0,0
1,1,1,18,0,0,0,2,3,7,2,1,1,1,0,1,3,2,3,165.80389153410232,170.75849512855348,4,4,3,2,4,4,15.18717396257471,16.102678472115688,2.869815534722579,1.3545279316248369,6.462836591588003,Graduate,0,0,1,0
1,1,1,24,0,0,0,5,6,4,4,0,0,0,0,1,2,4,4,172.57186537348662,174.84928569084278,4,5,4,3,4,4,13.343822615005502,14.222207570881123,-0.4768659360844172,2.557949140205948,8.452804386134549,Graduate,0,0,0,0
0,1,1,17,0,1,0,3,3,7,7,0,0,0,0,1,1,1,7,170.52180843410744,173.03625217167584,6,6,4,4,6,5,19.277739989516473,19.92935973264586,2.4722639224726315,1.2658344241738524,5.177618555239338,Graduate,1,0,0,0
1,2,1,17,0,1,0,2,3,2,5,1,1,0,0,1,1,4,5,143.84431353982015,147.27753996242353,4,3,4,5,2,2,16.93204391285952,16.517154382485916,0.8478723379313877,1.6957493440981506,5.671160310396568,Graduate,0,1,0,1
1,2,1,32,0,0,0,1,3,2,8,1,0,0,0,1,2,3,3,122.30592408756122,125.19771406204954,5,6,6,6,4,3,19.270919970046002,19.186706499274337,3.7947084786448233,1.3403509362951052,4.277365812983377,Dropout,0,1,2,0
1,1,1,21,0,0,0,3,4,7,7,1,1,0,0,4,1,2,7,166.494686996299,166.93794578430294,4,4,5,5,4,3,16.095070838529516,13.608955605060224,1.4275575800080953,1.046301297751911,7.543568340880762,Graduate,0,0,0,0
1,1,1,19,0,0,0,1,3,2,1,0,0,0,0,3,1,2,3,171.44687445648776,175.69782298572284,3,3,3,2,3,3,15.48358922856378,16.491945887892587,-0.37296803165294534,2.743147458021797,6.9489556744706755,Enrolled,2,2,0,1
1,1,1,17,0,1,0,4,6,4,7,1,0,0,0,1,3,4,4,143.98680766769064,144.52204761620058,3,2,4,3,0,1,17.905438634819888,19.182510789689633,2.4861392161290006,1.9432524891629033,8.780517417458631,Dropout,1,0,0,0
1,1,1,18,0,0,1,2,4,7,10,0,0,0,0,2,4,2,3,182.9509669078685,191.35382701209804,3,4,4,5,2,3,16.00022291083357,14.855382283366776,1.7796044053984408,1.7158252854698857,4.332161948933782,Graduate,0,1,0,2
1,2,1,22,0,0,0,3,5,7,4,1,0,0,0,1,2,2,7,169.40062103408582,174.32285837356912,3,4,2,2,3,4,16.938679281349277,15.495558912297,2.8269806855923485,1.931812292154666,9.216929768055348,Graduate,0,0,0,0
0,2,1,18,0,0,0,3,3,7,10,1,0,0,0,2,1,2,2,102.39141711217019,95.63142826985094,3,4,1,2,3,4,15.602735941068424,14.28418088699496,3.2461733650650264,1.8287408799937492,4.331226355448535,Graduate,0,0,0,0
0,1,1,22,0,0,0,2,2,8,3,1,0,0,0,2,1,2,1,178.51595500300652,184.234168988553,3,4,4,5,1,0,14.73350273050749,13.994804376758564,1.1004465797682426,1.25636255599168,3.7378758653265516,Enrolled,0,0,0,1
1,3,1,18,1,0,0,4,2,4,7,1,1,0,0,1,3,3,1,157.75466305199677,162.52883444133988,5,6,4,5,4,5,14.742152746409744,15.433488231191268,4.279079812294958,1.6361088578006178,2.025068201458187,Enrolled,0,0,0,1
0,1,1,17,0,0,0,5,6,4,5,0,1,0,0,4,1,2,1,156.4695997329799,148.31184498977004,3,2,3,3,2,1,10.35401788644351,10.726822583383118,3.4860793929690344,1.5535317719544082,5.985297238349489,Dropout,1,0,0,0
0,3,1,21,0,0,0,3,6,4,7,1,1,0,0,1,3,1,5,158.97059349819102,160.18001886071795,6,5,7,6,0,1,13.64710670393571,14.675219189622357,1.881467194993442,1.9459624345193989,8.2366524970583,Graduate,0,0,0,0
1,1,1,24,1,1,0,2,2,6,6,0,0,0,0,4,4,4,8,124.06303428830535,121.04185549901834,4,4,2,2,3,2,13.467024605091636,15.790594741458156,2.9806080177594896,1.424628280469189,3.589814596336467,Dropout,0,0,0,0
0,1,1,19,0,1,0,4,2,5,6,1,1,0,0,2,2,4,4,145.15364572240415,146.66224953392154,5,6,5,5,3,4,12.588888014356941,13.392245287358252,-0.04509001655334721,1.8976149849406763,9.303780814959328,Dropout,0,0,0,0
0,2,1,19,0,1,0,4,1,4,1,0,0,0,0,1,2,2,2,140.4197122554454,138.6773984876973,4,5,2,2,4,4,13.329707154412922,14.548386606361085,3.6336420862572485,2.2205564795049377,6.140778916853093,Dropout,1,0,0,0
0,1,1,17,0,0,0,2,2,7,3,1,1,0,0,2,2,4,2,172.58445541769444,173.14645305025374,3,4,2,2,3,2,16.466350771236076,15.786260374262143,3.1480852669348787,1.8380764257499127,6.244095865618842,Graduate,0,0,0,0
1,2,1,20,0,0,0,3,6,2,7,1,0,0,0,2,3,2,1,154.40558408724107,157.99300701767854,4,4,3,2,4,3,18.204349303117787,18.259260377789317,1.8395283656037698,1.8358108131771416,4.6553728302912205,Graduate,0,0,0,0
1,1,1,28,0,1,0,3,2,7,7,0,1,0,0,3,1,3,4,149.15570764879774,155.30899784371238,5,6,4,4,4,4,16.738026757713524,18.533071846124486,0.5920091265293648,0.883957911614616,8.483283683621048,Graduate,0,0,0,0
0,1,1,18,0,0,0,6,6,7,6,0,0,0,0,3,1,2,3,136.23229859048178,132.82681822954282,5,5,5,5,5,5,11.214045771234295,10.580494940150146,1.5994327471560827,1.847439670739604,7.25345118544103,Dropout,2,2,2,0
1,1,1,17,0,0,0,1,6,10,10,1,0,0,0,1,4,3,7,187.08915303648607,180.9983495546241,5,6,5,6,4,4,16.264578428511193,16.152842727754802,2.9101359780224225,1.7845776510267053,6.730575058179739,Graduate,0,0,0,0
0,1,1,18,1,1,0,1,6,8,10,1,0,0,0,1,4,2,3,119.65728599513298,117.06044286196483,4,5,4,5,2,2,14.034614194131834,15.086450168906754,2.262215067920583,1.5701337067221088,5.240151008937713,Dropout,0,1,0,0
0,1,1,23,0,0,0,6,5,7,5,0,0,0,0,1,1,2,4,148.90171494012418,148.00885608208316,6,5,4,3,4,5,18.027136768552868,18.5600761380053,0.6598726229038352,1.370363774738554,7.69402470810549,Graduate,0,0,0,0
0,1,1,17,0,1,0,2,2,4,5,1,1,0,0,5,3,3,8,123.37064591902472,123.97643042968585,5,4,6,7,5,4,14.583712283495926,16.29606901198856,1.115466648639571,1.29824677794098,6.184395222668428,Dropout,0,0,0,0
1,1,1,21,0,0,0,3,2,5,7,1,1,0,0,3,3,2,7,158.32783235636762,156.4444371897576,4,4,2,3,4,3,17.519620158559373,19.150737724604234,2.2582640969987993,0.3460234924264378,2.7788863377023265,Dropout,0,0,0,0
1,1,1,18,0,0,0,4,2,6,6,1,0,0,0,1,2,4,7,157.9539238202376,155.01154478278266,3,3,1,0,3,3,15.16736986781789,15.688004745026909,2.6072073717106177,1.773386397182612,6.832039764413352,Graduate,0,0,0,0
1,1,1,19,0,0,0,2,2,3,3,1,0,0,0,3,4,2,7,133.4745222505611,132.5052580920107,4,3,4,4,4,3,14.929282675102204,14.59716533034105,1.0862324200649014,1.3186730901946038,10.362807725021245,Dropout,0,0,0,0
0,1,1,25,0,0,0,3,4,7,1,0,1,0,0,1,1,3,3,154.74359161953646,165.4233589259296,3,4,3,4,2,3,14.839883325935844,15.642835153872896,2.889540504767621,1.8194076168101136,5.838651557426543,Dropout,1,0,0,0
0,2,1,26,1,0,0,2,3,6,7,1,1,0,0,1,3,2,1,151.52820789922978,155.99677618672408,6,7,4,4,1,0,13.129534456517728,13.616553665076044,1.856669655582159,1.775665697829477,8.374516994767838,Graduate,0,0,0,0
1,1,1,19,0,0,0,2,5,4,3,0,1,0,0,1,2,2,2,138.12430027874376,140.72121965210323,5,6,5,4,5,4,12.837582000849652,13.525438086840516,2.1830902865537856,2.192817796445193,6.9260420651689465,Dropout,1,0,0,0
0,1,1,23,0,0,0,2,2,4,10,0,0,0,0,1,1,1,7,184.36310132364898,182.4367280442601,4,4,2,2,4,4,12.072041086863369,11.141791478283285,2.4968608620251986,1.88215828517124,6.782574201313402,Enrolled,0,0,0,0
0,1,1,20,0,0,0,2,3,9,8,1,1,0,0,1,1,2,2,168.4165043746442,173.9548949361058,4,3,4,5,1,0,11.474895232074488,11.112162800845546,2.7978776275562485,1.8701489750215305,4.723786245590597,Graduate,1,0,0,0
1,3,1,18,0,0,0,1,2,10,2,0,1,0,0,1,1,3,7,176.5398301197427,172.82076821243496,6,5,6,7,3,2,15.940036755497733,16.84307088637697,2.835297939664972,1.1547753888928258,5.760317578487701,Dropout,0,0,0,0
1,1,1,20,0,1,0,3,2,2,10,0,1,0,0,1,2,3,7,145.89024666516258,150.36078686197618,5,5,4,4,3,4,15.20047468913686,14.675475367588934,2.336849998975714,1.5407428535641796,2.6932414753308827,Dropout,0,0,0,0
0,2,1,17,0,1,0,2,1,6,1,1,1,0,0,1,2,3,5,149.99741731741656,146.6786713184485,6,5,7,7,0,-1,15.62134464523717,14.225711912648324,2.9058328111019485,1.68449573884306,9.810449709370411,Enrolled,0,0,0,0
0,1,1,19,0,0,0,1,2,7,3,0,1,0,0,1,4,4,1,173.26191274019007,166.93071520767347,6,6,5,5,4,4,15.758215232169364,16.70725685617146,1.1405537175019336,0.7144292654595362,4.454324512571029,Graduate,0,0,0,0
1,1,1,31,0,0,0,5,2,2,6,1,0,0,0,2,3,2,1,137.07213188168876,135.20753767102272,4,4,4,3,3,3,13.680313283317082,13.433940571436422,2.5325119058044923,1.8520987525641837,2.083364732283351,Enrolled,0,2,0,0
1,1,1,17,0,0,0,3,3,9,10,1,1,0,0,1,1,2,7,138.50897852934986,136.2408340326237,4,3,3,4,4,3,12.729480206353726,11.585696151830811,1.1677114968362488,2.3010528119326388,6.172143538267677,Graduate,0,0,0,2
1,1,1,28,0,0,1,3,3,5,3,0,0,0,0,1,2,3,7,103.56387407220853,102.58841809662833,5,5,5,6,5,5,15.765405870573616,16.22659292844643,1.7442922269518886,1.4471773858073855,6.040145188064682,Graduate,1,0,0,0
0,1,1,25,0,0,0,4,2,9,3,1,1,0,0,1,1,3,2,134.50184823091206,135.18842123942983,5,6,5,6,4,3,14.987260287400021,15.555026915367263,1.89218331329321,2.6139781091194387,8.62971500498219,Graduate,0,0,0,1
1,1,1,25,0,0,0,2,2,7,6,1,1,0,0,2,3,2,4,151.52192544273166,158.17679816840416,5,6,6,5,5,6,13.23831748578665,12.17221190172598,2.0852035652380443,0.6947859154021239,7.313694964155105,Graduate,0,1,0,0
0,1,1,17,0,1,0,6,2,4,7,0,0,0,0,1,4,2,1,159.72318045549187,160.90800168858246,3,3,2,1,3,2,12.321357914317002,12.033372072999867,4.911130334445424,0.9986229075678996,4.035823876273364,Dropout,0,0,0,0
0,3,1,21,0,0,0,3,2,7,6,0,1,1,0,1,1,2,1,111.95416115906728,103.2460466239832,5,5,5,6,5,4,17.65183799593923,19.479965842138792,1.6959215844423636,2.3746887612288097,10.251467355836803,Dropout,0,0,0,0
1,2,2,24,0,0,0,3,2,4,3,0,0,0,0,2,1,2,7,149.92142254050697,154.3580139185891,5,6,5,6,0,0,17.55898611689894,17.75653333017657,1.3479271722891237,1.146508478744383,3.042121503933272,Enrolled,0,0,0,0
0,1,1,17,0,0,0,3,2,7,4,1,1,0,0,4,1,2,6,146.17352654906261,151.00608864718805,4,3,3,2,4,3,17.62946115548918,18.568377262014376,3.272727883290084,1.767114946815326,4.831955598962017,Graduate,0,0,1,0
0,1,1,18,0,0,0,1,3,6,6,0,0,0,0,1,1,3,3,145.39792484985287,139.50051611454052,6,6,7,7,5,4,13.527621924156414,12.942796374423358,1.4174106207212147,1.1629337064049627,6.5543746962501395,Graduate,0,0,0,0
1,3,1,17,0,0,0,4,3,4,7,0,0,0,0,2,1,2,4,139.40397726780014,151.52095910443117,3,2,3,2,3,2,16.45908007964511,17.625142245365616,1.2890397676678604,0.8298309449787004,7.805382196362339,Enrolled,0,2,0,0
0,1,1,25,0,0,0,6,4,7,4,0,0,0,0,5,4,2,3,148.00097856793414,144.6206644974465,4,4,2,2,4,4,15.801453508959348,16.150296876792698,1.0287449736546572,1.141541012711628,7.124908087636334,Dropout,0,2,2,0
0,1,1,17,0,0,0,2,2,7,4,1,0,0,0,1,1,2,1,157.2958044347909,160.51963966993898,6,5,4,5,3,3,14.941382563541646,18.02151361435983,1.2697973134109248,0.8798439333671346,2.5237802827532496,Graduate,0,0,0,0
0,1,1,18,0,1,0,5,4,8,7,0,0,0,0,1,1,2,4,153.70159133357862,154.0151391339772,6,6,4,4,1,1,19.052526341137284,18.98729232180234,0.34409932081714323,2.1102433951416475,11.035368216968406,Graduate,0,0,0,0
0,2,1,18,0,0,0,2,4,2,7,1,1,0,0,1,1,2,8,153.99267877001597,159.3070182746286,4,3,2,3,1,0,15.09686603566612,16.619393542710515,0.6634720534480978,1.6456887154623836,9.603235717840896,Graduate,0,0,1,1
1,2,1,26,0,1,0,4,4,1,7,1,1,0,1,1,3,2,4,164.4117410913279,162.00354458083407,6,6,7,8,2,1,19.31519907032407,18.430443734912075,2.26939102444735,1.4141575834032585,6.141274448218151,Enrolled,0,2,0,0
0,1,1,27,0,0,0,3,3,7,8,0,0,1,0,1,1,2,2,150.07255372917288,149.59729701922936,3,3,4,3,3,2,15.836655670363374,17.412523430371873,2.8029579962970255,0.6858994201416964,7.183455989326834,Dropout,0,2,0,0
1,1,1,18,0,0,0,2,6,7,7,0,1,0,0,1,4,2,7,117.97585221168228,118.68716537877613,4,5,3,4,4,3,13.427649767638814,11.875264591336247,2.1947950903713562,0.3728267079257914,6.7842936068435495,Graduate,0,0,0,0
1,2,2,21,0,0,0,3,2,6,6,0,1,0,0,1,4,2,2,129.51708148195576,130.01813096211643,6,7,6,6,2,2,12.82997427407382,12.602998347198358,1.505673050161731,1.1350758198427338,3.5207683115729145,Dropout,0,0,0,0
1,2,1,26,0,0,0,2,3,9,4,0,1,0,0,1,3,2,8,147.95082139004714,145.6833801591239,6,7,5,5,1,0,13.762063543681133,14.507819781537401,1.3635362249304466,0.9014539895003498,7.542214374509124,Graduate,0,0,0,0
1,1,1,18,0,0,0,3,4,5,2,1,0,0,0,1,3,4,7,122.98852121450402,121.36388758788338,6,7,4,4,0,-1,16.97166513081827,15.562501940013409,1.947736696478496,1.3439951067843077,4.760327831525099,Graduate,0,0,0,0
0,1,1,18,0,0,0,3,2,10,6,1,1,0,0,5,4,4,6,151.55997571006762,148.57849038294296,4,3,4,5,4,3,12.224933827117876,11.696420290637953,4.077247637717001,1.3628217827329137,5.716606539862374,Graduate,0,2,0,0
1,1,1,19,0,0,0,4,4,3,3,0,1,0,0,1,1,2,3,136.5256857982651,134.4052637026459,4,4,3,4,2,3,13.884747354512738,12.750873346100304,1.2231456268037844,1.2786151990541776,7.935595680589593,Dropout,0,0,0,0
0,1,1,18,0,0,0,6,2,6,4,1,1,0,0,1,1,4,2,148.29546486001044,148.98890111850378,5,5,5,6,2,1,13.976463930550235,14.926528457315644,0.8075535138219299,0.9298745358671774,5.046714662340806,Dropout,0,0,1,0
0,1,1,22,0,1,0,3,2,10,2,1,0,0,0,1,4,2,8,121.97151641967177,121.40163587201495,3,2,4,5,2,2,12.24998863556824,13.940303451504692,1.5905288481267719,0.9431530738996183,5.430500777347866,Dropout,0,0,0,0
1,1,1,24,0,1,0,2,4,5,6,0,0,0,0,1,1,2,8,176.16195149952273,180.47646842178852,4,3,5,5,4,3,13.394231227742837,12.818126133455756,0.9423712930088932,1.4582238317020215,8.418667404968598,Enrolled,0,0,1,0
0,1,1,19,0,0,0,1,4,1,6,1,1,0,0,1,5,2,6,161.72456461981733,150.3932116914916,4,5,2,2,2,2,13.770734162898634,13.94316093171262,0.23255843355728056,1.0799500213936288,5.444757728298804,Enrolled,0,2,0,0
1,1,1,17,0,0,0,6,2,10,4,1,1,0,0,1,1,2,1,157.1223685952313,153.19920604745732,5,5,5,5,1,1,11.302093586992276,11.339684095008051,1.5453344060344127,0.8443274224298473,8.533210073462447,Graduate,0,0,0,0
0,2,1,18,0,0,1,2,2,2,5,0,0,0,0,1,2,3,6,153.7258093595801,159.02814268352657,4,4,5,5,4,4,14.020390772345833,14.488047953822262,1.9936643879057991,1.0876449586627397,9.439262035954002,Graduate,0,1,0,0
0,3,1,26,0,0,1,4,2,6,3,0,1,0,0,1,3,3,5,195.81722857472124,196.94251332275707,6,6,7,6,6,6,18.12757546338361,19.19973114935865,3.3039598171156843,1.9880097086290507,3.420503125901736,Enrolled,0,0,0,0
0,1,1,28,0,0,0,3,4,7,7,0,0,0,0,1,1,2,2,151.20017017824358,158.02393962092083,6,6,5,4,0,-1,14.593066578051257,15.006651650349092,1.6985159525494598,1.2238954292803095,3.987964938124133,Enrolled,0,2,0,0
1,1,1,22,0,0,0,1,2,4,7,0,1,0,0,3,3,2,8,158.38838740158496,160.8323898931958,4,5,3,4,0,-1,12.423833635024174,10.626805733735656,1.624150148004914,1.2968367593876349,8.639384744158734,Dropout,0,0,0,0
1,1,1,25,0,0,0,4,2,10,5,0,1,0,0,1,1,2,6,178.30689683591277,176.48916211200884,4,4,2,2,2,1,14.989259837307362,16.069541452121356,1.634972136305264,1.9736490584541555,5.541404064337789,Graduate,0,0,0,0
1,1,1,19,0,1,0,2,4,6,4,1,1,0,0,1,2,3,3,146.46927250981213,149.50182102411128,5,4,5,4,5,4,11.232367192072122,11.777603996157248,1.4512747283360738,1.0495078015689996,6.668306880143588,Graduate,0,1,2,0
1,2,1,19,0,0,0,3,3,8,7,0,1,0,0,1,5,2,5,180.6634316165799,179.04073780714492,3,4,4,4,3,4,18.2896197211405,17.49235298415753,0.7293366135850652,1.46124216418575,5.442654427180686,Graduate,0,0,0,0
1,1,2,18,1,0,0,6,4,6,3,1,0,0,0,1,3,2,1,185.92358291441735,178.6313996490433,3,4,1,2,3,2,17.32711950748427,17.185703561958725,0.9270421426272699,2.1203207696703297,6.762797794833985,Enrolled,0,0,0,0
0,1,1,19,0,1,0,3,2,7,8,0,0,0,0,1,1,3,8,109.27111791097228,106.38374907313771,3,3,4,4,1,2,12.872866810745402,13.676577014812363,2.7359193361520426,1.59756050894984,8.534824489686333,Graduate,0,0,0,0
0,2,1,22,0,0,0,4,5,4,8,1,1,0,0,2,1,2,4,129.5885813896615,122.12608369647239,6,7,6,5,6,6,14.843197087748123,14.090492393763643,2.546135904339753,1.3413674771669764,6.006383225017098,Graduate,0,0,0,0
0,1,1,26,0,0,0,4,3,7,2,1,1,0,0,1,4,1,2,151.47015475091098,142.41595620242006,3,3,3,3,3,2,10.449792790671445,11.113813135734283,4.143487530092938,2.008721826732213,6.999174954077516,Dropout,0,0,0,0
0,3,1,22,0,1,0,3,2,7,10,0,1,0,0,1,1,3,2,145.0264020815128,146.1466014217967,3,2,3,2,0,0,13.031404413898901,13.06515063365834,0.5215043614569057,2.27201398825562,9.024484615690703,Graduate,0,2,0,0
0,3,2,17,0,0,0,1,6,2,7,1,0,0,0,3,4,3,2,139.09170501972525,139.02525184388415,5,6,4,5,4,4,19.175340487043176,20.704777791135577,1.7217521183923647,1.4890129935272727,8.650617952066082,Graduate,0,0,2,1
1,1,1,18,0,0,0,1,3,9,3,1,0,0,1,1,2,2,2,161.84076521778528,164.99348339647898,6,5,6,7,0,-1,13.503167409251303,11.310519779173045,1.537797810725949,0.977822846733634,4.320206968493553,Dropout,0,1,0,0
1,1,1,17,0,0,0,1,2,6,6,1,1,0,0,1,2,2,1,134.89618756736735,129.05217157641576,3,2,1,2,0,1,18.230635369573182,18.09770621602045,2.5958019372192225,1.2451104363522625,5.089066357955012,Graduate,0,0,0,0
1,1,1,31,0,0,0,3,3,7,9,1,0,0,0,1,3,2,5,135.1532852488997,137.07861983393445,3,2,2,2,2,2,17.414900119871564,18.23170299451941,1.8664755973663318,2.1183890261119833,6.762796023589434,Graduate,0,0,0,0
1,1,1,17,0,0,0,3,5,2,5,0,1,0,0,5,3,2,4,162.42861647374886,162.6592314869042,3,2,3,3,0,0,15.798260879027296,15.630357195407196,1.4483325467355805,1.4866876494385561,8.074765774844941,Dropout,0,0,0,0
1,2,1,33,0,0,0,3,4,7,3,0,1,0,0,1,1,2,8,162.72438747061474,167.25987300927468,5,6,5,6,4,3,15.011458530844195,15.423659013361812,3.0452373862807214,1.1106003509658335,7.171686832640258,Enrolled,0,0,0,0
0,1,1,19,0,1,0,3,3,6,4,0,0,0,0,3,5,2,7,155.97449153027142,153.11345204748562,3,2,1,0,3,2,13.303392027945801,12.617344796790567,1.9674437362446813,1.615858200839918,6.350846297769441,Graduate,1,1,0,0
0,2,1,21,0,0,0,6,3,10,7,0,0,0,0,1,4,3,8,140.01762128516475,140.79917384764414,5,5,5,5,1,0,19.087133875872656,17.892017989026122,2.885985307839624,1.445448263877759,4.6051739902126485,Graduate,0,0,0,0
0,2,1,17,0,0,0,2,3,8,1,0,1,0,0,3,1,2,4,138.032826684099,137.99897857096843,3,3,1,1,1,1,12.368542441820157,13.007788645115252,1.244301525581534,1.5576338446874254,9.85026581063137,Enrolled,1,0,0,0
