Gender,Marital_Status,Nationality,Age_At_Enrollment,Debtor,Scolarship_Holder,Tuition_Fees_Up_To_Date,Mothers_Qualification,Fathers_Qualification,Mothers_Occupation,Fathers_Occupation,Displaced,Daytime/Evening Attendance,Educational Special Needs,International,Application Mode,Application Order,Previous Qualification,Course,Previous Qualification Grade,Admission Grade,Curricular units 1st sem (credited),Curricular units 2nd sem (credited),Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 2nd sem (evaluations),Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Curricular units 1st sem (without evaluation),Curricular units 2nd sem (without evaluation),GDP,Inflation Rate,Unemployment Rate,Target
1,2,2,25,1,0,0,4,2,6,7,1,0,0,1,4,2,4,2,98.29,139.05,0,2,10,2,10,8,8,0,14.75,7.96,1,8,-3.66,6.89,6.74,Graduate
0,1,1,30,1,0,1,6,6,10,5,0,0,1,1,3,1,4,3,141.11,158.27,9,7,9,6,5,8,10,4,7.86,10.41,0,2,-2.99,7.62,8.95,Dropout
0,1,1,66,0,1,1,1,4,4,10,1,0,1,1,5,4,1,7,164.35,143.43,2,5,2,9,3,0,1,5,20.0,5.1,2,2,-4.22,-1.81,17.35,Graduate
0,2,1,66,0,0,1,2,6,5,3,1,1,0,1,3,3,2,1,163.42,107.83,1,5,6,9,10,7,1,2,0.6,17.0,3,5,-1.07,-0.39,8.59,Dropout
1,1,1,38,1,1,1,5,2,7,2,1,1,0,0,1,3,1,2,143.68,146.28,9,9,1,8,2,4,4,6,8.7,13.36,1,3,2.24,-1.28,7.18,Dropout
1,2,1,45,0,1,0,1,3,7,4,0,1,0,0,1,3,2,3,145.42,178.87,4,0,5,9,4,0,7,8,7.96,15.67,4,0,0.39,2.22,12.39,Graduate
1,3,2,37,0,0,0,2,2,9,8,1,1,1,1,4,1,3,6,99.36,110.13,9,6,1,4,3,1,5,0,16.6,15.75,5,1,-4.71,7.93,5.95,Dropout
0,2,2,54,0,0,1,5,4,5,7,0,1,0,0,4,3,4,6,110.94,155.23,5,5,7,4,1,1,10,5,14.99,4.86,3,5,3.39,0.03,6.86,Dropout
0,2,1,30,0,1,1,1,6,3,3,0,1,0,1,4,1,2,8,108.16,124.16,10,3,4,5,0,9,10,3,5.34,7.7,1,1,3.41,3.82,14.96,Dropout
1,2,1,59,0,1,1,3,1,4,1,1,0,1,0,2,4,4,7,145.84,168.31,14,0,4,2,2,2,3,9,18.8,4.55,1,0,1.52,-1.58,14.83,Graduate
0,2,1,18,1,1,0,6,2,6,4,0,1,1,0,4,4,2,7,108.43,197.26,3,0,7,3,8,9,8,0,4.51,19.58,2,3,-3.6,8.15,16.57,Graduate
0,3,2,69,1,0,0,4,6,10,8,1,1,0,1,5,4,2,5,143.8,192.69,4,1,4,8,9,3,8,8,16.58,28.200000000000003,3,4,2.04,-1.73,16.09,Dropout
0,3,1,52,1,1,1,2,2,2,5,1,0,1,1,4,4,1,8,139.69,128.57,6,8,4,10,4,18,10,2,12.59,9.11,0,0,-3.17,0.4,6.3,Enrolled
0,2,1,31,0,0,0,1,1,7,1,0,0,0,1,1,1,1,6,170.43,135.21,4,3,10,9,2,0,0,0,6.78,13.54,1,1,-1.23,1.57,12.9,Graduate
1,3,2,25,0,1,1,2,1,5,2,1,0,1,1,2,2,1,3,158.83,160.84,2,8,2,7,3,0,2,3,2.22,2.02,3,5,1.08,-0.59,11.05,Dropout
0,2,1,69,0,0,1,1,2,7,2,0,0,1,0,3,4,4,8,192.06,127.28,0,10,7,8,0,1,0,5,0.54,3.58,1,3,4.56,-1.46,9.27,Graduate
0,3,2,58,1,1,0,5,4,4,3,1,0,0,1,1,2,3,1,118.44,154.3,6,2,8,5,10,6,9,6,14.22,15.41,2,2,-1.56,8.1,13.81,Graduate
1,2,1,59,1,1,0,1,3,2,8,0,0,0,0,4,1,1,1,119.36,177.93,8,6,1,9,4,7,1,10,13.48,4.98,2,5,-3.73,6.61,14.88,Dropout
0,2,1,38,1,1,0,2,6,1,5,1,1,1,0,5,2,3,1,155.85,193.08,7,6,5,4,3,10,8,2,0.49,2.97,1,3,1.19,2.85,6.65,Enrolled
1,3,2,57,0,0,1,4,5,3,7,0,0,1,1,2,3,3,6,184.2,180.53,7,6,4,5,10,0,6,0,0.21,4.59,2,3,-0.82,-0.27,16.04,Enrolled
0,2,2,38,1,1,1,3,1,3,10,0,1,1,0,4,5,4,4,154.38,195.68,3,4,3,6,5,6,5,2,12.01,18.91,1,3,-4.07,-1.5,6.99,Graduate
1,1,1,41,0,1,1,5,5,2,10,0,0,0,0,2,1,1,1,155.17,111.18,3,7,7,6,0,4,7,6,9.97,9.26,1,3,-4.35,2.97,16.07,Enrolled
0,3,1,50,1,0,0,5,4,5,8,0,0,1,1,3,4,1,7,129.89,132.16,4,0,9,8,7,8,6,2,17.69,18.14,0,0,2.93,3.97,14.87,Dropout
0,1,1,34,0,1,0,3,4,6,6,1,1,1,0,4,3,1,1,181.89,173.6,7,3,6,1,6,1,0,7,13.25,19.815,2,1,-1.63,7.09,18.91,Graduate
0,2,1,48,0,0,1,2,2,6,10,1,1,1,1,3,4,4,8,164.88,151.98,4,5,10,9,7,9,4,10,13.78,16.28,1,0,4.02,3.23,15.76,Graduate
0,3,2,18,0,0,1,2,5,9,7,1,1,0,1,2,4,1,4,146.34,124.41,6,2,6,4,3,4,8,2,14.46,13.81,1,5,-4.95,-0.12,16.06,Graduate
0,3,1,40,0,1,1,5,2,6,2,1,1,1,0,2,2,1,1,132.35,189.5,1,1,8,5,8,14,10,9,18.76,6.64,3,4,-4.1850000000000005,7.64,19.91,Enrolled
0,1,2,27,0,1,1,3,6,9,5,0,0,1,0,4,1,4,1,120.95,129.24,1,8,8,1,4,3,6,9,3.57,17.42,1,2,1.37,3.2,8.24,Enrolled
1,1,2,29,0,0,0,1,1,8,4,1,0,0,1,2,5,4,2,154.81,96.52,0,9,1,1,5,4,9,9,17.89,1.06,10,5,1.02,3.3,11.82,Graduate
1,1,1,68,1,1,1,4,6,5,10,1,1,0,1,3,3,1,5,179.98,177.49,10,3,8,7,8,10,7,1,10.01,12.47,1,2,-2.99,0.42,18.51,Graduate
0,3,1,19,1,1,1,1,2,1,10,1,0,0,1,1,4,3,4,116.06,181.9,10,5,9,9,8,6,2,2,8.86,1.29,5,4,-1.34,8.73,11.89,Graduate
1,3,2,38,0,0,0,5,2,6,5,0,0,1,0,3,3,4,6,137.5,199.64,1,4,10,9,8,0,2,6,7.035,0.76,5,2,0.34,1.02,15.11,Dropout
0,1,1,36,0,1,1,3,2,6,7,1,1,0,1,4,4,1,8,106.57,130.82,10,5,8,1,6,0,1,5,14.57,19.77,3,5,-4.75,2.27,16.31,Graduate
1,3,2,41,0,0,0,4,6,3,10,1,1,1,1,2,5,4,1,137.35,180.39,6,1,3,1,3,6,16,6,3.21,7.24,3,1,0.13,4.75,18.64,Dropout
1,3,2,22,0,0,0,6,6,2,10,1,1,1,0,2,5,1,1,118.38,122.2,3,1,4,8,2,1,3,4,2.75,13.1,4,3,0.75,7.0,17.1,Enrolled
1,2,2,27,0,1,0,5,4,6,5,1,0,1,1,2,4,1,3,197.44,185.96,1,5,1,9,1,5,3,3,15.89,2.95,3,3,4.21,4.06,11.04,Enrolled
1,1,2,29,0,0,0,4,4,1,1,1,1,1,0,4,2,2,6,158.47,163.18,9,3,7,9,5,7,4,5,10.45,11.27,0,4,0.58,-0.88,10.61,Enrolled
1,3,1,29,1,1,0,2,6,3,9,0,1,0,0,2,5,3,1,112.36,179.9,10,7,20,2,4,3,3,4,18.7,2.32,0,1,-2.65,9.42,7.62,Dropout
1,2,1,27,0,1,1,4,4,4,2,1,0,1,1,1,2,4,7,137.76,113.06,6,7,4,6,5,1,9,10,13.03,0.58,5,3,-3.73,-0.27,12.42,Enrolled
1,1,1,38,1,1,0,3,3,5,10,0,1,0,0,3,2,4,8,103.76,101.26,2,7,9,4,7,4,10,2,19.12,7.99,5,2,3.57,0.06,9.79,Enrolled
0,3,2,57,1,1,0,5,1,6,7,1,1,1,0,4,2,2,6,107.92,149.33,6,1,4,4,6,8,8,4,8.77,2.3,1,0,1.62,5.13,17.95,Graduate
0,2,2,65,1,1,1,4,5,2,10,1,1,0,1,5,3,2,8,182.29500000000002,143.95,3,0,10,10,5,6,0,0,3.28,10.43,1,2,3.37,6.02,12.12,Graduate
1,2,2,57,1,1,0,2,2,6,7,0,1,0,1,3,1,3,6,104.71,111.8,3,10,4,4,9,0,8,4,5.92,13.79,4,4,4.39,3.02,17.99,Graduate
1,2,2,19,0,0,1,2,6,6,2,0,1,0,1,2,1,2,6,97.29,114.39,7,9,6,6,6,5,9,6,16.3,18.12,0,5,4.99,5.33,18.81,Dropout
1,2,1,29,0,0,1,1,4,2,4,0,0,1,0,4,2,1,6,102.0,159.29,7,4,10,3,0,5,4,9,15.36,10.01,3,0,-2.74,3.84,10.58,Dropout
0,1,1,50,1,0,1,5,5,10,2,1,1,1,0,4,2,1,4,166.05,114.14,8,7,1,2,1,2,6,7,10.23,5.22,3,4,4.27,1.76,17.24,Enrolled
1,3,2,32,1,0,1,4,4,3,2,1,0,1,1,3,3,2,4,167.23499999999999,183.73,9,8,10,5,10,2,2,2,17.86,2.47,3,1,4.39,5.07,11.46,Graduate
0,2,2,32,0,1,1,1,5,6,6,1,0,0,1,4,1,3,4,182.15,188.06,2,4,5,5,0,3,16,0,19.96,8.7,2,4,0.93,1.54,5.91,Dropout
0,1,1,65,1,0,1,5,2,4,2,0,1,0,1,3,3,1,7,128.52,115.5,8,2,10,4,5,9,7,3,12.68,3.87,5,4,3.26,-0.48,19.42,Enrolled
0,3,1,44,0,1,1,4,5,3,5,0,1,0,1,2,3,3,4,122.69,154.34,1,10,3,5,6,1,3,8,1.83,2.2,4,4,-3.81,7.85,10.15,Graduate
0,3,1,44,0,0,0,6,2,6,1,1,1,0,0,5,1,4,4,107.02,197.78,1,6,7,4,5,8,6,2,5.12,2.52,0,1,4.49,5.3,14.71,Graduate
1,3,2,43,0,0,0,5,5,8,8,0,0,1,1,5,4,4,2,153.98,104.67,1,0,1,4,10,7,9,3,17.64,9.83,0,5,-1.23,4.85,11.62,Graduate
0,1,1,17,1,0,0,6,5,6,2,0,0,0,1,1,5,4,2,193.53,191.28,6,8,6,4,4,7,8,1,17.96,9.78,5,1,0.53,-1.69,14.65,Graduate
0,1,1,37,1,1,0,6,6,10,2,1,1,1,0,3,2,3,7,187.1,114.07,3,4,5,1,5,1,2,1,17.84,16.18,4,1,1.59,7.41,7.76,Graduate
1,1,1,49,1,0,1,1,3,2,2,1,1,1,0,1,4,4,5,192.14,159.33,7,2,9,2,1,6,10,3,3.82,0.1,3,4,3.95,7.19,16.49,Dropout
0,2,2,42,1,1,0,6,4,1,3,0,1,1,0,4,5,4,6,181.83,156.66,6,1,10,10,2,7,5,9,5.55,16.49,5,0,4.84,4.24,14.34,Enrolled
1,2,2,110,0,0,1,4,5,1,2,0,0,1,1,2,1,1,8,154.77,114.25,1,5,7,2,2,10,7,10,4.25,16.02,4,1,1.5,7.98,16.43,Enrolled
0,3,1,36,0,1,1,4,4,9,3,1,0,1,0,3,1,2,2,189.61,115.06,4,1,10,8,4,8,0,8,18.56,12.65,0,4,-4.65,8.45,6.8,Graduate
0,1,1,33,1,1,0,1,5,3,5,0,0,0,0,3,5,2,8,158.21,107.2,3,3,10,1,2,10,4,4,3.42,18.95,1,0,-3.44,3.51,11.52,Dropout
1,1,1,19,1,1,0,3,4,5,7,1,1,0,0,2,1,3,5,177.72,95.76,7,3,8,7,4,1,7,2,4.33,18.84,4,4,0.16,0.36,9.96,Dropout
1,1,2,17,1,0,0,2,1,10,8,1,0,0,1,2,2,2,7,122.73,148.09,1,9,5,2,9,5,8,3,14.64,14.84,4,4,-4.46,6.47,13.63,Graduate
1,2,2,46,1,0,0,2,3,5,8,0,0,0,0,5,1,1,1,145.77,129.71,5,5,4,1,4,0,1,5,17.71,16.07,5,0,3.25,-1.96,7.83,Enrolled
1,3,1,42,1,0,1,4,4,2,7,0,0,0,0,4,4,1,5,103.08,183.81,6,9,4,4,1,10,9,0,18.97,7.49,1,1,0.65,8.53,5.09,Graduate
1,1,1,36,1,0,0,3,2,8,3,0,1,1,0,2,3,2,6,183.24,131.55,1,2,4,8,3,5,0,1,5.41,19.34,0,0,3.34,5.88,7.52,Enrolled
1,3,2,26,0,0,1,5,3,6,4,0,0,1,0,5,5,3,4,127.59,179.73,7,5,4,3,9,4,7,4,4.35,14.05,0,3,-2.76,2.43,18.67,Graduate
1,1,1,35,0,0,0,2,2,2,5,1,0,0,0,3,4,3,5,179.81,165.8,1,1,2,9,7,7,6,7,9.56,16.71,1,2,2.68,9.17,11.2,Enrolled
0,3,1,48,0,1,1,2,5,3,10,1,0,1,1,3,2,1,6,146.23,181.41,1,5,3,5,6,0,5,9,15.78,9.48,4,5,-4.52,-0.22,6.83,Graduate
0,1,2,45,0,0,1,4,6,3,5,1,0,0,1,4,4,4,6,196.04,127.17,5,3,7,9,10,3,7,5,16.16,1.18,2,1,4.17,4.97,10.87,Dropout
0,2,2,32,0,1,0,1,4,7,6,0,1,1,1,3,1,3,4,246.66,186.81,6,8,1,7,3,8,7,3,18.95,5.81,2,5,-2.98,0.78,9.85,Graduate
1,3,2,32,1,0,0,2,3,6,3,0,1,0,0,4,1,3,7,172.59,133.47,9,9,5,8,0,10,10,0,14.34,4.69,5,5,-1.68,-0.65,5.62,Graduate
1,1,1,49,1,1,0,4,1,7,5,1,1,0,1,1,5,1,8,293.085,124.97,10,0,6,7,3,7,7,10,7.7,19.57,5,1,-1.72,2.01,14.14,Enrolled
0,1,1,27,1,0,1,2,1,6,10,1,1,0,0,1,2,1,7,103.0,187.98,9,3,4,9,8,0,10,2,19.9,0.77,1,0,0.99,-1.37,6.78,Graduate
1,1,2,52,0,0,1,4,4,1,7,1,0,1,0,4,3,3,4,222.60000000000002,129.31,6,7,4,2,1,10,2,6,16.19,8.98,2,5,-4.12,-1.77,5.6,Dropout
1,3,1,28,0,1,1,3,6,8,3,0,1,1,1,4,4,2,3,160.9,126.91,1,8,10,3,2,10,5,2,4.37,4.41,1,2,2.17,8.05,17.22,Enrolled
0,2,1,34,0,0,1,5,5,7,1,1,0,1,0,2,1,1,7,96.39,139.22,10,2,4,2,6,10,1,3,15.68,14.25,5,4,-3.47,-1.94,16.47,Dropout
1,2,1,63,1,0,0,1,6,1,3,0,0,0,0,4,1,3,7,106.37,98.14,9,1,4,10,7,9,12,3,11.2,0.3,3,0,0.93,4.09,19.59,Graduate
1,2,1,29,0,0,0,5,4,6,6,0,0,1,1,4,1,1,6,160.23,168.52,10,9,7,4,3,8,2,6,14.22,11.55,3,3,1.45,8.45,12.72,Enrolled
0,3,1,55,0,0,1,3,3,1,4,0,1,1,1,2,1,3,6,177.93,135.3,4,8,1,6,0,3,2,2,19.35,16.74,5,4,-0.74,1.56,15.43,Graduate
0,3,2,25,1,0,0,2,1,7,1,1,0,0,0,4,1,1,3,156.76,165.75,0,10,5,6,8,2,2,6,10.48,7.5,0,0,4.41,1.02,13.42,Dropout
1,1,2,68,1,1,1,4,1,1,2,1,1,1,0,2,2,4,5,166.5,184.6,4,10,7,4,5,9,9,2,5.37,16.39,0,1,0.91,6.02,10.7,Dropout
0,3,2,30,0,0,1,6,3,1,1,1,1,1,0,5,3,1,1,131.66,111.85,0,6,7,5,3,3,10,7,0.68,15.85,1,1,1.94,9.44,13.57,Enrolled
0,1,1,27,0,1,1,3,3,1,1,1,1,1,0,2,4,3,7,95.43,164.46,4,5,6,2,2,9,8,2,6.25,16.84,2,0,-0.38,2.6,12.34,Dropout
1,2,2,28,1,0,1,1,3,1,1,0,1,0,0,4,3,2,1,189.75,137.4,6,5,7,3,9,7,0,6,1.99,17.13,1,5,-1.03,7.38,13.33,Dropout
1,2,1,34,0,1,0,3,1,8,1,0,1,0,1,3,2,2,6,188.51,139.8,10,0,1,1,8,8,2,8,7.79,13.4,3,5,-0.07,7.14,9.71,Dropout
1,2,2,37,0,1,0,6,5,10,2,1,1,0,1,3,4,2,8,187.39,158.05,1,1,1,4,7,9,3,3,11.25,2.04,3,4,-2.11,1.39,9.63,Enrolled
0,3,1,25,1,1,0,5,4,1,1,1,0,0,1,1,1,3,5,177.46,156.8,6,6,1,5,9,9,0,5,6.35,17.86,2,1,2.06,-0.36,6.9,Dropout
0,1,1,45,0,1,1,6,1,5,4,0,1,1,0,1,5,4,5,158.74,195.62,1,9,8,3,7,6,0,5,1.16,6.28,0,2,2.17,8.32,15.57,Enrolled
0,1,1,58,0,1,0,5,1,5,4,0,0,0,0,2,5,3,4,168.14,182.77,6,9,8,6,10,6,10,6,18.33,14.64,3,2,1.12,5.48,13.8,Dropout
0,1,1,35,1,1,1,5,5,4,2,1,0,1,1,1,5,4,3,147.87,105.64,4,10,1,7,3,5,6,7,1.32,9.57,0,3,-3.37,2.65,12.96,Enrolled
1,1,2,53,0,0,0,1,1,8,5,0,0,0,0,2,2,3,8,121.3,145.01,10,5,1,10,5,7,5,5,1.91,11.92,4,4,0.99,1.58,11.77,Graduate
1,2,2,46,0,1,0,3,4,10,1,0,1,0,1,5,4,3,8,199.15,164.48,10,0,10,2,10,2,1,8,15.55,8.68,5,5,4.77,5.54,9.96,Dropout
1,3,2,32,0,1,0,6,5,2,7,0,0,0,1,5,5,4,6,192.07,180.96,9,2,7,3,0,1,0,8,14.97,1.31,4,3,4.55,1.65,18.19,Dropout
0,1,1,62,0,1,0,6,3,7,7,0,0,1,1,4,4,1,6,167.63,164.78,5,8,10,1,10,18,6,5,16.73,18.87,0,5,-3.22,2.26,10.31,Enrolled
1,3,1,63,0,0,1,2,3,1,4,1,0,0,0,5,5,3,2,152.91,124.34,2,0,6,5,1,8,4,3,8.47,8.8,4,5,-2.34,3.66,15.83,Enrolled
1,1,1,65,1,1,0,2,1,10,7,1,0,1,0,2,5,3,4,95.65,152.22,1,9,3,8,5,5,4,9,6.06,2.78,4,2,-1.72,5.77,5.48,Dropout
0,3,2,42,0,0,1,4,6,3,7,0,1,1,0,5,1,1,6,161.28,168.88,5,9,14,1,8,6,3,0,24.660000000000004,9.99,3,1,1.62,1.83,17.08,Enrolled
1,3,2,39,1,1,0,5,4,5,10,1,0,1,0,5,5,1,5,167.13,135.35,10,3,9,2,5,5,4,5,9.47,18.17,0,5,-3.85,3.74,7.32,Dropout
1,2,1,96,0,0,0,2,6,10,7,1,1,0,0,2,5,1,7,186.48,181.2,5,4,5,2,2,7,9,7,0.03,6.42,4,0,-0.0,3.23,6.8,Graduate
1,3,2,62,1,1,0,1,2,5,8,1,1,0,1,3,5,4,3,160.69,188.27,0,6,9,9,4,8,4,0,16.95,12.09,5,5,-0.04,-2.0250000000000004,17.68,Graduate
0,2,1,18,0,0,1,4,1,2,10,0,0,0,0,5,3,3,2,174.98,186.45,4,1,4,3,5,10,0,3,10.42,16.18,3,0,-2.94,5.88,16.035,Graduate
1,3,1,20,0,1,1,5,6,2,8,1,1,1,1,5,3,2,4,114.97,161.93,5,4,7,6,3,5,3,9,3.28,2.22,3,3,4.91,7.95,11.37,Dropout
1,2,1,46,1,1,1,6,4,8,8,0,1,1,0,4,2,1,5,122.01,153.1,10,8,2,8,5,10,0,3,19.94,19.17,3,2,0.39,3.73,8.38,Dropout
0,3,1,40,0,0,1,5,3,1,10,0,1,0,0,2,5,4,7,123.66,163.03,10,7,5,6,4,2,6,8,3.06,17.33,1,2,-0.315,2.54,17.23,Enrolled
1,1,1,20,1,0,1,4,4,9,8,1,0,0,0,4,2,1,4,137.95,119.68,4,6,2,1,7,7,9,7,0.77,13.87,0,5,-1.2,0.68,11.13,Dropout
1,3,1,23,1,0,1,3,2,3,1,1,0,1,1,2,3,1,5,185.75,95.79,4,9,10,7,4,9,4,0,2.54,8.07,2,0,2.49,0.96,14.13,Enrolled
0,1,2,49,0,0,1,4,2,9,4,1,1,0,0,4,1,2,4,112.01,95.76,3,5,2,5,4,8,1,4,1.93,17.48,1,2,-0.28,6.31,18.0,Dropout
1,1,2,29,0,0,1,4,6,9,10,1,0,0,1,5,1,2,4,190.14,109.65,5,5,10,6,7,2,9,9,9.39,12.43,3,4,3.75,7.94,15.96,Graduate
1,1,1,45,1,1,0,3,4,3,6,0,1,1,0,2,3,3,6,179.69,139.52,0,9,1,1,0,3,2,1,10.98,11.69,2,2,1.84,-1.95,6.02,Enrolled
0,2,1,29,0,0,0,6,2,4,4,1,1,1,0,4,2,2,5,132.11,98.05,2,2,8,5,4,4,3,2,6.69,7.18,1,0,-4.88,3.51,16.95,Graduate
0,1,2,40,1,0,0,1,5,10,5,1,1,1,0,3,3,1,7,149.07,123.79,4,2,5,7,1,2,6,4,6.8,14.48,5,4,-2.22,5.3,14.26,Enrolled
0,2,2,47,0,0,1,2,4,8,3,1,0,1,0,2,5,3,2,119.57,171.33,7,5,6,5,1,6,0,4,15.07,17.25,3,2,0.25,9.16,19.54,Dropout
0,1,1,25,1,1,0,1,4,10,4,0,1,1,0,2,5,4,6,150.09,169.61,5,0,2,10,8,7,1,6,3.72,19.69,2,3,-2.3,1.3,6.13,Enrolled
1,3,2,44,1,0,1,1,2,3,4,1,0,0,1,4,1,1,6,110.04,123.48,8,4,3,2,5,0,9,7,8.95,4.275,2,3,4.36,3.37,27.72,Enrolled
1,1,2,68,0,1,1,6,4,5,3,0,0,1,0,4,1,3,1,181.82,186.18,6,10,4,9,1,9,3,9,12.92,5.28,4,2,4.01,5.34,14.16,Enrolled
0,1,1,40,0,0,1,5,3,4,8,1,1,0,0,1,1,1,5,146.28,121.15,3,3,6,5,4,9,3,2,1.41,11.72,4,1,-3.0,7.36,7.63,Graduate
0,1,2,28,0,1,1,5,4,10,1,1,1,1,1,2,4,2,6,188.32,157.07,7,2,10,9,5,8,0,5,5.23,15.8,1,0,-2.42,4.35,5.38,Dropout
1,1,1,59,1,0,1,1,5,2,5,0,0,0,0,4,5,4,7,179.82,196.37,9,6,2,4,4,0,10,5,17.66,10.81,3,2,2.61,8.96,15.1,Enrolled
1,3,2,50,0,0,0,5,6,9,8,0,0,1,0,2,5,1,8,179.85,147.14,7,1,8,2,0,6,0,7,11.67,9.23,5,2,3.16,-1.83,13.47,Enrolled
1,2,1,48,1,0,1,3,6,6,3,0,0,0,1,1,1,3,2,141.91,134.93,0,8,2,9,5,18,2,0,17.02,6.45,0,4,3.03,3.6,10.68,Graduate
1,2,1,48,1,0,0,2,2,10,4,0,1,1,1,2,3,1,8,137.4,134.96,7,6,4,1,8,0,0,0,2.92,14.29,3,3,-1.62,-1.78,10.96,Graduate
1,3,1,35,1,1,1,5,3,7,1,1,1,1,1,2,1,1,7,151.88,106.33,9,3,6,10,10,9,0,10,4.57,7.33,3,2,1.22,5.73,13.74,Enrolled
0,1,2,28,0,0,0,1,2,5,3,0,0,1,0,4,3,1,4,185.26,168.32,7,2,6,5,4,6,8,10,2.88,22.185,3,1,-0.68,0.99,17.97,Dropout
1,3,2,33,0,0,1,4,4,4,2,0,1,0,0,3,2,2,7,126.88,103.29,8,6,9,2,1,6,1,18,4.92,6.34,5,3,-2.06,5.73,17.47,Enrolled
0,1,1,43,0,1,0,2,6,8,2,0,0,1,1,4,4,2,8,176.69,193.1,6,1,7,3,3,8,5,2,10.35,8.38,3,4,-1.55,4.76,8.55,Dropout
1,1,2,47,0,1,0,1,3,5,3,1,1,1,0,3,5,2,2,109.52,175.52,4,2,9,1,9,6,10,2,0.53,7.33,1,4,4.46,8.43,18.95,Dropout
1,3,1,31,0,0,0,5,2,8,1,0,1,1,0,5,2,2,3,149.84,95.77,5,10,6,4,1,8,5,2,2.85,17.58,2,5,-1.52,-0.44,10.38,Dropout
0,1,1,46,1,0,1,3,3,9,2,1,1,1,0,2,1,3,6,178.03,118.4,9,4,10,6,3,1,9,9,15.37,10.93,4,3,-1.29,4.54,13.25,Graduate
0,2,1,39,1,1,1,6,4,1,6,0,0,1,0,1,5,4,4,128.41,104.0,3,8,9,9,5,8,4,7,0.15,12.81,0,1,0.29,7.17,6.25,Graduate
0,1,2,45,1,0,1,2,6,10,3,0,0,0,0,1,3,2,6,142.32,128.72,0,7,10,5,6,0,5,1,17.84,6.17,0,0,-4.09,1.44,9.53,Enrolled
0,3,2,42,0,0,1,3,5,9,6,1,0,1,1,1,5,2,7,169.56,111.47,6,8,8,1,3,3,8,10,4.88,3.32,2,1,-0.41,7.73,19.98,Graduate
1,2,1,43,0,1,1,6,3,6,7,1,1,1,1,5,1,1,3,171.91,148.43,10,9,10,6,3,7,6,9,18.89,10.43,1,1,3.35,1.53,8.76,Dropout
1,2,2,20,0,0,1,5,3,6,4,1,1,0,1,1,5,1,1,172.05,196.21,3,5,10,1,8,7,7,0,13.4,8.28,5,5,-1.31,5.32,10.12,Graduate
1,3,2,39,1,1,0,1,5,8,3,1,0,1,0,5,2,4,2,189.07,101.03,12,3,5,4,6,9,1,6,12.62,5.87,4,3,1.26,7.13,16.73,Dropout
1,2,1,56,1,0,1,3,5,6,8,1,1,0,0,3,3,3,4,137.79,151.82,5,2,4,10,4,7,9,4,5.62,9.48,2,3,-1.1,8.5,9.39,Dropout
0,1,1,25,1,1,1,6,1,5,6,1,1,1,0,4,2,3,3,102.97,144.03,7,0,3,5,5,8,3,0,3.33,1.9,2,3,-2.82,-1.06,7.33,Dropout
1,2,1,26,0,1,0,4,6,1,3,0,0,1,1,4,2,4,4,163.45,137.81,0,6,3,7,9,7,0,0,10.23,19.95,0,5,-1.89,6.55,15.75,Dropout
1,3,1,36,1,0,0,2,3,4,1,0,0,1,0,1,3,3,5,121.4,195.49,4,3,2,6,5,6,8,1,7.66,0.44,2,3,1.87,3.93,18.01,Graduate
1,2,1,23,1,1,0,6,5,2,8,1,0,0,0,1,5,2,2,138.08,171.65,6,7,10,3,9,5,2,0,14.64,2.87,0,3,1.49,6.4,11.47,Dropout
0,3,2,36,1,0,1,4,6,10,2,1,0,0,0,2,2,3,6,148.79,95.7,8,1,10,6,6,7,5,2,18.79,10.5,4,1,3.15,-1.97,11.39,Enrolled
0,2,1,52,1,1,1,4,5,1,2,1,1,0,1,5,2,3,7,156.34,98.05,0,7,10,2,2,3,8,2,9.34,14.73,3,0,3.9,3.62,8.21,Dropout
1,3,1,26,1,1,0,4,5,3,2,0,0,1,0,4,1,3,4,148.57,95.39,2,6,6,1,2,5,6,10,6.81,2.83,2,4,3.71,8.23,18.63,Graduate
1,3,2,20,1,0,0,2,2,7,10,0,1,0,1,2,5,1,1,133.56,183.81,5,5,9,9,0,6,10,4,0.38,2.07,5,3,-1.45,5.53,6.06,Enrolled
0,1,2,70,1,1,0,4,5,8,3,0,0,0,0,5,4,4,8,194.53,99.27,10,4,3,2,1,1,2,0,11.44,16.61,4,5,1.92,3.29,5.65,Enrolled
1,2,2,69,1,0,0,1,1,10,8,1,1,0,1,4,1,3,1,171.77,193.75,4,4,5,6,12,4,5,8,7.36,19.4,1,3,0.38,8.83,15.31,Graduate
0,3,1,66,1,0,1,6,2,8,1,1,0,1,0,5,5,3,6,146.35,121.7,8,0,7,1,0,4,1,0,0.6,1.73,2,0,2.81,4.31,14.47,Graduate
0,2,2,29,0,0,0,1,6,1,4,0,0,0,1,3,2,4,4,102.47,280.59000000000003,2,4,9,4,0,7,8,1,1.05,9.76,5,3,3.65,-1.82,12.18,Graduate
0,3,2,58,1,1,0,3,5,2,7,0,1,0,1,1,4,4,6,149.14,137.13,2,7,3,5,3,2,5,8,8.92,3.01,2,4,-3.78,-0.29,11.61,Enrolled
