"Marital_status","Application_mode","Application_order","Course","Daytime/evening_attendance	","Previous_qualification","Previous_qualification_(grade)","Nationality","Mothers_qualification","Fathers_qualification","Mothers_occupation","Fathers_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_(credited)","Curricular_units_1st_sem_(enrolled)","Curricular_units_1st_sem_(evaluations)","Curricular_units_1st_sem_(approved)","Curricular_units_1st_sem_(grade)","Curricular_units_1st_sem_(without_evaluations)","Curricular_units_2nd_sem_(credited)","Curricular_units_2nd_sem_(enrolled)","Curricular_units_2nd_sem_(evaluations)","Curricular_units_2nd_sem_(approved)","Curricular_units_2nd_sem_(grade)","Curricular_units_2nd_sem_(without_evaluations)","Unemployment_rate","Inflation_rate","GDP","Target","Completed_exams_ratio","Passed_exams_ratio"
1,1,4,4,1,2,110,1,3,3,7,10,106.1,1,1,1,0,0,1,18,0,0,6,6,1,11,0,0,6,0,0,0,0,12.7,3.7,-1.7,"Dropout",8.33333333333333,16.6666666666667
1,1,3,3,1,2,132,1,2,2,2,7,124.3,1,0,1,1,0,1,19,0,0,6,6,6,11.8333333333333,0,0,6,7,6,12.2857142857143,0,15.5,2.8,-4.06,"Graduate",100,92.3076923076923
1,1,2,1,1,2,126,1,2,2,2,5,124.3,1,0,0,1,0,1,20,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,"Graduate",100,100
1,4,1,4,1,3,117.4,1,3,3,2,7,117.4,1,0,0,1,0,0,21,0,4,7,10,6,11.3333333333333,0,1,5,6,5,11.2,0,11.1,0.6,2.02,"Graduate",91.6666666666667,68.75
1,2,2,1,1,2,120,1,1,1,1,1,112.7,0,0,0,1,0,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,"Graduate",75,50
1,1,1,5,1,2,116,1,4,4,7,7,123.7,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,"Graduate",100,92.3076923076923
1,1,2,3,1,2,111,1,4,4,3,5,105.8,1,0,0,1,0,0,19,0,0,7,7,7,13.1428571428571,0,0,7,8,7,12.8571428571429,0,8.9,1.4,3.51,"Graduate",100,93.3333333333333
1,1,3,2,1,2,128,1,2,2,2,10,124.2,0,0,0,0,0,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,"Dropout",40,26.6666666666667
1,1,1,2,1,2,123,1,4,4,2,10,122.3,0,0,0,1,0,0,18,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,"Graduate",100,76.9230769230769
1,1,5,8,1,2,131,1,3,3,7,7,123.7,0,0,0,1,0,1,19,0,0,6,8,5,11.6666666666667,0,0,6,7,5,12.2,0,8.9,1.4,3.51,"Graduate",83.3333333333333,66.6666666666667
1,1,2,1,1,2,135,1,3,3,7,2,129.8,1,0,0,1,0,0,18,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,"Graduate",100,93.75
1,1,4,1,1,2,136,1,2,2,7,7,123.8,1,0,0,1,0,1,19,0,0,8,8,7,13.3142857142857,0,0,8,8,7,13.3142857142857,0,12.7,3.7,-1.7,"Graduate",87.5,87.5
1,1,2,4,1,2,132,1,2,2,2,1,126.4,1,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,"Graduate",60,24
1,1,1,3,1,2,120,1,3,3,3,5,115.1,0,0,0,1,0,1,18,0,0,6,11,4,12,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,"Enrolled",66.6666666666667,42.1052631578947
1,1,1,3,1,2,144,1,5,5,6,6,138.4,0,0,0,1,0,0,18,0,0,6,7,6,13.4285714285714,0,0,6,7,6,14.1428571428571,0,13.9,-0.3,0.79,"Graduate",100,85.7142857142857
1,1,1,2,1,2,129,1,2,2,7,7,118.2,1,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,8,5,15.5714285714286,0,10.8,1.4,1.74,"Graduate",90,60
1,1,1,5,1,2,136,1,4,4,5,5,121.7,1,0,0,1,0,0,18,0,0,6,6,2,13,0,0,6,6,0,0,0,12.4,0.5,1.79,"Dropout",16.6666666666667,16.6666666666667
1,1,3,5,1,2,125,1,2,2,7,5,118,0,0,0,1,0,1,18,0,0,6,6,6,14.3333333333333,0,0,6,7,6,14,0,11.1,0.6,2.02,"Enrolled",100,92.3076923076923
1,1,1,3,1,2,125,1,2,2,7,5,119.8,0,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout",0,0
1,1,1,3,1,2,154,1,2,2,2,1,164.9,0,0,0,1,0,0,18,0,0,6,6,6,14,0,0,6,6,6,13.1666666666667,0,10.8,1.4,1.74,"Graduate",100,100
1,2,1,2,1,2,100,1,2,2,2,7,100,1,0,0,1,0,1,20,0,1,2,2,2,12,0,1,6,11,6,12.8333333333333,0,13.9,-0.3,0.79,"Graduate",100,61.5384615384615
1,1,1,3,1,2,124,1,1,1,1,3,121.6,0,0,0,1,0,0,18,0,0,6,9,5,12.3333333333333,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,"Enrolled",83.3333333333333,52.6315789473684
1,1,4,5,1,2,126,1,2,2,2,3,120.4,1,0,0,1,0,0,18,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,"Graduate",83.3333333333333,66.6666666666667
1,1,6,1,1,2,124,1,5,5,7,5,117.8,0,0,0,1,0,1,20,0,0,8,8,7,12.7914285714286,1,0,8,8,7,12.7914285714286,1,10.8,1.4,1.74,"Graduate",87.5,87.5
3,2,1,4,1,2,150,1,5,5,7,4,110,0,0,0,1,0,0,40,0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,"Graduate",86.6666666666667,65
1,1,6,1,1,2,133,1,4,4,7,7,128.8,1,0,0,1,0,1,18,0,0,7,11,6,11.9944444444444,0,0,8,11,7,12.4314285714286,0,15.5,2.8,-4.06,"Graduate",86.6666666666667,59.0909090909091
1,1,5,8,1,2,126,1,3,3,2,5,116.6,1,0,0,1,0,0,19,0,0,6,9,5,11.6,0,0,6,12,5,12.2,0,13.9,-0.3,0.79,"Graduate",83.3333333333333,47.6190476190476
1,4,1,4,0,1,120,1,2,2,2,7,120,0,0,0,1,0,0,24,0,0,5,5,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,"Dropout",0,0
1,1,3,3,1,2,175,1,1,1,1,8,157.5,1,0,0,1,0,0,19,0,0,6,8,6,13.1666666666667,0,0,6,7,6,13.1666666666667,0,10.8,1.4,1.74,"Dropout",100,80
1,1,6,1,1,2,141,1,1,1,2,2,136.3,1,0,0,1,0,0,19,0,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,"Graduate",87.5,87.5
1,1,1,1,1,2,133,1,2,2,7,4,121.5,1,0,0,1,0,1,20,0,0,7,8,6,12.3966666666667,0,0,8,9,7,12.9428571428571,0,11.1,0.6,2.02,"Graduate",86.6666666666667,76.4705882352941
1,1,1,1,1,2,143,1,4,4,3,3,133.9,0,0,0,1,0,0,18,0,0,7,7,7,15.0142857142857,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,"Graduate",100,100
1,1,1,5,1,2,141,1,2,2,2,6,136.8,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Graduate",0,0
1,1,2,1,1,2,134,1,3,3,2,5,133.5,1,0,0,1,0,0,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,"Graduate",100,93.75
1,1,3,1,1,2,138,1,1,1,2,3,130,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,"Dropout",100,93.75
1,4,1,2,1,3,140,1,1,1,1,1,140,1,0,0,1,0,0,19,0,0,6,10,6,13,0,0,6,19,5,13,0,12.4,0.5,1.79,"Graduate",91.6666666666667,37.9310344827586
1,1,2,1,1,2,142,1,5,5,7,5,132.7,1,0,0,1,0,1,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,"Graduate",100,93.75
1,1,1,1,1,2,118,1,3,3,3,5,117.8,0,0,0,1,0,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.6714285714286,0,12.4,0.5,1.79,"Graduate",93.3333333333333,87.5
1,1,2,1,1,2,131,1,2,2,2,2,126.1,1,0,0,1,0,1,19,0,0,7,7,7,12.4957142857143,0,0,8,9,7,12.2428571428571,0,11.1,0.6,2.02,"Dropout",93.3333333333333,87.5
1,1,1,1,1,2,130,1,2,2,1,5,120,0,0,0,1,0,0,19,0,0,7,7,6,14.5666666666667,0,0,7,7,6,14.5666666666667,0,7.6,2.6,0.32,"Graduate",85.7142857142857,85.7142857142857
1,3,1,4,1,4,133.1,1,2,2,1,3,100,1,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,"Dropout",90,90
1,1,1,1,1,2,130,1,3,3,2,8,116.8,0,0,0,1,0,0,20,0,0,8,8,7,12.6857142857143,0,0,8,8,7,12.6857142857143,0,12.7,3.7,-1.7,"Graduate",87.5,87.5
1,4,1,3,1,1,130,1,2,2,3,3,128.3,0,0,1,0,0,0,23,0,5,9,12,7,13.5714285714286,0,4,9,14,4,13.25,0,8.9,1.4,3.51,"Dropout",61.1111111111111,42.3076923076923
1,1,1,5,1,2,133.1,1,3,3,5,5,117,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout",0,0
1,3,1,3,0,2,130,1,5,5,7,8,131.5,0,0,0,1,0,0,27,0,0,6,8,5,11,0,0,6,7,6,11.1666666666667,0,11.1,0.6,2.02,"Graduate",91.6666666666667,73.3333333333333
1,1,1,1,1,2,149,1,3,3,2,2,134.8,0,0,0,1,0,0,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,"Graduate",100,100
1,1,1,3,1,2,163,1,3,3,3,8,146.6,1,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,"Enrolled",75,47.3684210526316
1,4,1,3,0,1,130,1,3,3,3,8,130,1,0,1,0,0,0,23,0,7,12,12,11,14,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,"Dropout",86.3636363636364,82.6086956521739
1,1,6,1,1,2,145,1,4,4,3,4,127.5,1,0,0,1,0,1,19,0,0,7,7,6,13.4166666666667,0,0,7,7,6,13.4166666666667,0,7.6,2.6,0.32,"Graduate",85.7142857142857,85.7142857142857
1,1,1,4,1,2,130,1,5,5,10,1,123,0,0,0,1,0,0,18,0,0,5,8,5,12.3333333333333,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,"Graduate",100,66.6666666666667
1,2,1,1,1,2,128,1,2,2,7,6,100,1,0,0,1,0,0,20,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,"Graduate",100,93.75
1,1,2,4,1,2,111,1,3,3,7,7,114.2,1,0,0,1,0,0,18,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,"Graduate",75,47.3684210526316
1,1,1,1,1,2,140,1,2,2,2,2,123.5,1,0,0,1,0,1,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,"Graduate",100,100
1,4,1,3,1,3,140,1,3,3,6,6,144.3,1,0,0,1,0,1,19,0,3,6,7,6,13.1428571428571,0,2,6,6,6,14.3333333333333,0,12.4,0.5,1.79,"Graduate",100,92.3076923076923
1,1,1,3,1,2,145,1,4,4,3,3,142.2,0,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,"Enrolled",75,50
1,1,1,2,1,2,151,1,1,1,1,10,161.9,0,0,0,1,0,0,18,0,0,5,6,4,13.75,0,0,5,8,5,14.8571428571429,0,7.6,2.6,0.32,"Graduate",90,64.2857142857143
1,1,1,3,1,2,132,1,5,5,7,3,135.9,0,0,0,1,0,0,18,0,0,6,11,5,12.4,0,0,6,7,6,13,0,9.4,-0.8,-3.12,"Graduate",91.6666666666667,61.1111111111111
1,1,2,3,1,2,116,1,3,3,2,5,110.1,1,0,0,1,0,0,18,0,0,6,6,6,13.3333333333333,0,0,6,6,6,12,0,11.1,0.6,2.02,"Graduate",100,100
1,5,1,3,1,2,120,1,3,3,7,7,122.5,0,0,0,0,0,0,28,0,11,11,11,11,11.7272727272727,0,8,8,8,8,12,0,15.5,2.8,-4.06,"Dropout",100,100
1,1,1,8,1,2,158,1,5,5,3,7,138.1,1,0,0,1,0,0,19,0,0,6,8,4,12.5,0,0,6,11,1,14,0,7.6,2.6,0.32,"Dropout",41.6666666666667,26.3157894736842
1,2,1,5,1,2,116,1,1,1,1,1,117.3,1,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Dropout",0,0
1,1,2,1,1,2,112,1,2,2,2,7,106.8,1,0,0,1,0,1,19,0,0,7,8,6,13.5333333333333,0,0,8,9,7,13.6142857142857,0,12.4,0.5,1.79,"Graduate",86.6666666666667,76.4705882352941
1,1,1,5,1,2,126,1,2,2,2,9,120.1,0,1,0,1,0,1,20,0,0,6,6,6,13.1666666666667,0,0,6,6,6,12.6666666666667,0,11.1,0.6,2.02,"Graduate",100,100
1,1,2,8,1,2,120,1,3,3,7,7,116.5,1,0,0,1,0,1,19,0,0,6,9,5,13.2,0,0,6,8,5,11,0,12.4,0.5,1.79,"Graduate",83.3333333333333,58.8235294117647
1,2,1,5,1,2,117,1,1,1,1,8,120,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,"Enrolled",75,64.2857142857143
1,1,1,3,1,2,153,1,2,2,7,2,139.7,1,0,0,1,0,1,19,0,0,7,7,7,13.4285714285714,0,0,7,7,7,14.8571428571429,0,11.1,0.6,2.02,"Graduate",100,100
1,1,2,5,1,2,124,1,3,3,7,1,123.7,1,0,0,1,0,1,18,0,1,6,8,6,12.7142857142857,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,"Graduate",100,75
1,1,2,2,1,2,127,1,1,1,1,1,116.5,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout",0,0
1,1,1,4,1,2,126,1,3,3,7,3,122.2,0,0,0,1,0,1,19,0,0,6,6,6,13.6666666666667,0,0,6,9,6,13.6666666666667,0,8.9,1.4,3.51,"Graduate",100,80
1,1,1,3,1,2,133.1,1,4,4,6,8,146,0,0,1,1,0,0,20,0,0,6,6,5,11,0,0,6,6,6,13.1666666666667,0,16.2,0.3,-0.92,"Graduate",91.6666666666667,91.6666666666667
1,1,2,3,1,2,114,1,2,2,2,9,108.8,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.3333333333333,0,13.9,-0.3,0.79,"Enrolled",78.5714285714286,55
1,2,1,5,1,2,133,1,3,3,3,5,133,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Enrolled",0,0
1,1,1,2,1,2,130,1,2,2,2,3,123.8,0,0,0,1,0,0,18,0,0,5,7,4,12,0,0,5,6,5,12,0,7.6,2.6,0.32,"Graduate",90,69.2307692307692
1,1,3,3,1,2,127,1,3,3,3,6,120,0,0,0,1,0,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout",0,0
1,1,3,3,1,2,143,1,5,5,9,5,126.9,1,0,0,1,0,0,18,0,0,6,14,5,11,0,0,6,6,6,11.6666666666667,0,7.6,2.6,0.32,"Graduate",91.6666666666667,55
1,1,4,3,1,2,130,1,3,3,2,2,121.3,1,0,0,1,0,0,20,0,0,6,12,5,12,0,0,6,8,6,11.5714285714286,0,15.5,2.8,-4.06,"Dropout",91.6666666666667,55
1,1,3,1,1,2,136,1,3,3,7,7,129,1,0,0,1,0,1,19,0,0,7,7,7,13.3085714285714,0,0,8,10,8,12.55,0,12.4,0.5,1.79,"Graduate",100,88.2352941176471
1,1,1,3,1,2,125,1,5,5,7,7,114.9,1,0,1,0,0,0,21,0,0,6,8,3,13.6666666666667,0,0,6,7,3,10.6666666666667,0,15.5,2.8,-4.06,"Dropout",50,40
1,1,1,4,1,1,110,1,3,3,3,6,106.5,1,0,1,0,0,0,20,0,0,6,6,0,0,0,0,6,9,0,0,0,10.8,1.4,1.74,"Dropout",0,0
1,1,1,8,1,2,130,1,5,5,7,7,133.9,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,"Graduate",75,50
1,1,1,3,1,2,135,1,2,2,3,1,124.9,0,0,0,1,0,1,20,0,0,6,7,6,12.6666666666667,0,0,6,6,6,12.8333333333333,0,10.8,1.4,1.74,"Graduate",100,92.3076923076923
1,1,2,1,1,2,133,1,3,3,1,7,128.5,1,0,0,1,0,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,"Graduate",100,100
1,1,1,2,1,2,122,1,3,3,7,7,126.2,1,0,0,1,0,0,22,0,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,"Dropout",90,39.1304347826087
1,1,1,2,1,2,122,1,3,3,7,7,121.7,1,0,0,0,0,0,22,0,0,6,0,0,0,0,0,2,2,0,0,2,9.4,-0.8,-3.12,"Dropout",0,0
1,1,2,3,1,2,121,1,4,4,5,3,120,1,0,0,1,0,0,18,0,0,6,10,3,12,0,0,6,8,4,10.25,0,10.8,1.4,1.74,"Enrolled",58.3333333333333,38.8888888888889
1,2,1,4,1,2,123,1,1,1,7,7,113.2,0,0,0,1,0,0,21,0,3,10,18,6,11.1666666666667,2,4,10,16,7,10.5714285714286,0,7.6,2.6,0.32,"Enrolled",65,38.2352941176471
1,1,1,3,1,2,128,1,3,3,9,3,120.3,1,0,0,1,0,0,19,0,0,6,12,2,13,0,0,6,8,5,11.6,0,7.6,2.6,0.32,"Graduate",58.3333333333333,35
1,1,4,5,1,2,139,1,5,5,7,7,127.8,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Dropout",0,0
1,1,2,1,1,2,124,1,6,6,9,9,123.3,1,0,0,1,0,1,20,0,0,8,8,7,14.9014285714286,1,0,8,8,7,14.9014285714286,1,9.4,-0.8,-3.12,"Dropout",87.5,87.5
1,1,3,1,1,2,135,1,4,4,6,6,126.3,1,0,1,1,0,1,18,0,0,7,8,7,12.65,0,0,8,9,8,12.4455555555556,0,15.5,2.8,-4.06,"Graduate",100,88.2352941176471
1,2,1,4,0,1,110,1,3,3,3,7,128.2,0,0,0,0,0,0,22,0,7,12,12,7,11,0,5,5,5,5,10.6,0,8.9,1.4,3.51,"Dropout",70.5882352941177,70.5882352941177
1,1,4,2,1,2,138,1,3,3,10,5,134.9,1,0,0,1,0,0,20,0,0,5,7,4,12.4,0,0,5,9,5,12.6666666666667,0,7.6,2.6,0.32,"Graduate",90,56.25
1,4,1,7,1,3,140,1,4,4,4,4,140,0,0,0,1,0,0,19,0,0,6,7,6,12,0,0,6,7,6,12.6666666666667,0,12.4,0.5,1.79,"Graduate",100,85.7142857142857
1,1,5,1,1,2,126,1,2,2,4,5,115.5,1,0,0,1,0,1,19,0,0,7,8,7,12.1357142857143,0,0,8,10,7,13.3285714285714,0,12.4,0.5,1.79,"Graduate",93.3333333333333,77.7777777777778
1,1,2,1,1,2,113,1,4,4,7,5,106.7,1,0,0,1,0,1,20,0,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,"Enrolled",78.5714285714286,61.1111111111111
1,3,1,4,0,2,120,1,4,4,10,1,140,0,0,0,1,0,0,25,0,0,5,11,3,10.6666666666667,0,0,5,11,3,11.3333333333333,0,15.5,2.8,-4.06,"Enrolled",60,27.2727272727273
1,1,1,1,1,2,145,1,3,3,7,5,136.6,0,0,0,1,0,1,19,0,0,7,12,6,13.7666666666667,0,0,8,10,7,14.0514285714286,0,15.5,2.8,-4.06,"Graduate",86.6666666666667,59.0909090909091
1,1,1,1,1,2,124,1,4,4,7,5,119.3,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,"Graduate",100,100
1,1,1,5,1,2,160,1,1,1,1,7,152,1,0,0,0,0,0,19,0,0,5,5,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,"Dropout",0,0
1,1,1,1,1,2,138,1,4,4,7,3,144.3,0,0,0,1,0,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.5714285714286,0,13.9,-0.3,0.79,"Graduate",86.6666666666667,76.4705882352941
1,3,2,1,1,2,130,1,5,5,7,7,159,1,0,0,1,0,0,25,0,0,7,11,7,11.8571428571429,0,0,8,21,5,11.7,0,12.4,0.5,1.79,"Enrolled",80,37.5
1,1,1,1,1,2,127,1,3,3,3,7,129.5,1,0,0,1,0,1,20,0,0,7,7,6,12.3333333333333,0,0,7,7,6,12.3333333333333,0,7.6,2.6,0.32,"Graduate",85.7142857142857,85.7142857142857
1,3,1,3,1,2,170,1,4,4,7,7,140,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,"Enrolled",75,47.3684210526316
1,1,3,4,1,2,111,1,2,2,3,3,105.4,0,0,0,1,0,0,20,0,0,5,6,5,13.3333333333333,0,0,5,6,5,13.2,0,7.6,2.6,0.32,"Graduate",100,83.3333333333333
1,2,1,1,1,2,100,1,2,2,2,6,136,1,0,0,1,0,0,21,0,4,7,9,7,14.3555555555556,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,"Graduate",100,88.2352941176471
1,4,1,7,1,3,160,1,5,5,7,7,160,0,0,1,1,0,1,19,0,0,6,8,6,13,0,0,6,11,5,13,0,15.5,2.8,-4.06,"Graduate",91.6666666666667,57.8947368421053
1,1,1,3,1,2,152,1,4,4,7,7,139.1,0,0,0,1,0,1,19,0,0,6,6,6,12.8333333333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,"Graduate",100,100
1,1,2,4,1,2,144,1,5,5,7,7,126.9,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13,0,9.4,-0.8,-3.12,"Graduate",90,90
1,3,1,1,1,1,133.8,1,1,1,1,8,184,0,0,0,1,0,0,28,0,0,7,9,7,17.0055555555556,0,1,8,9,8,16.5822222222222,0,15.5,2.8,-4.06,"Graduate",100,83.3333333333333
1,1,1,3,1,2,125,1,5,5,7,7,125,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11,0,10.8,1.4,1.74,"Graduate",83.3333333333333,62.5
1,1,1,4,1,2,150,1,5,5,7,4,138.5,0,0,0,1,0,1,18,0,0,5,5,5,14,0,0,5,6,5,13.6,0,12.4,0.5,1.79,"Graduate",100,90.9090909090909
2,1,5,1,1,2,143,1,5,5,3,6,133.5,1,0,0,1,0,1,18,0,0,8,8,7,12.1142857142857,0,0,8,8,7,12.1142857142857,0,12.7,3.7,-1.7,"Graduate",87.5,87.5
1,1,3,1,1,2,145,1,3,3,5,5,141.5,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,"Graduate",100,100
1,2,1,1,1,2,120,1,2,2,7,1,130,1,0,0,1,0,0,22,0,4,8,8,7,13.2857142857143,0,4,8,8,7,13.2857142857143,0,12.7,3.7,-1.7,"Graduate",87.5,87.5
1,1,1,4,1,2,138,1,5,5,7,5,131,1,0,0,1,0,0,19,0,0,5,9,4,11,0,0,5,8,3,10.6666666666667,0,12.4,0.5,1.79,"Enrolled",70,41.1764705882353
1,1,1,1,1,2,145,1,3,3,7,3,145,0,0,0,1,0,1,18,0,0,7,7,7,14.0714285714286,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,"Graduate",100,100
1,1,1,8,1,2,122,1,5,5,3,4,114.3,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout",0,0
1,4,1,5,1,3,110,1,5,5,3,4,108.3,0,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11,0,12.4,0.5,1.79,"Dropout",36.8421052631579,33.3333333333333
1,1,3,5,1,2,136,1,5,5,7,7,125.2,1,0,0,1,0,1,18,0,0,6,6,6,14,0,0,6,8,6,13.625,0,10.8,1.4,1.74,"Graduate",100,85.7142857142857
1,1,1,8,1,2,145,1,2,2,2,7,131.7,1,0,0,1,0,1,21,0,0,6,8,6,12.1666666666667,0,0,6,11,3,11.6666666666667,0,10.8,1.4,1.74,"Dropout",75,47.3684210526316
1,1,4,1,1,2,141,1,4,4,10,1,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.2971428571429,0,0,8,8,7,13.2971428571429,0,10.8,1.4,1.74,"Graduate",87.5,87.5
1,1,1,2,1,2,149,1,3,3,2,4,147.6,1,0,0,1,0,0,20,0,0,6,14,6,13.9230769230769,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,"Graduate",100,52.1739130434783
1,1,6,1,1,2,130,1,4,4,3,4,125.1,1,0,0,1,0,0,18,0,0,7,11,7,13.37,0,0,8,13,7,12.8333333333333,0,15.5,2.8,-4.06,"Graduate",93.3333333333333,58.3333333333333
1,1,6,4,1,2,121,1,3,3,5,7,123.8,0,0,0,1,0,1,19,0,0,5,5,5,12.4,0,0,5,8,3,11,0,12.7,3.7,-1.7,"Enrolled",80,61.5384615384615
1,1,1,4,1,2,128,1,2,2,1,1,130.8,1,0,0,1,0,0,20,0,0,5,5,4,15,0,0,5,5,4,13.75,0,7.6,2.6,0.32,"Dropout",80,80
1,1,1,3,1,2,152,1,3,3,7,3,154.1,0,0,1,1,0,1,18,0,0,6,6,6,13.3333333333333,0,0,6,7,6,12.5714285714286,0,12.7,3.7,-1.7,"Graduate",100,92.3076923076923
1,5,2,4,1,2,132,1,5,5,7,7,122.6,1,0,0,1,0,1,20,0,0,5,8,3,12,0,0,5,9,4,12.625,0,10.8,1.4,1.74,"Enrolled",70,41.1764705882353
1,1,2,3,0,2,107,1,3,3,9,9,103.5,1,0,0,1,0,0,22,0,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,"Graduate",83.3333333333333,62.5
1,1,1,5,1,2,131,1,3,3,2,3,132.8,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Enrolled",0,0
1,2,1,4,0,2,141,1,3,3,3,5,100,0,0,0,1,0,0,21,0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,"Graduate",90,64.2857142857143
1,1,2,3,1,2,120,1,2,2,7,9,115.8,0,0,0,1,0,0,18,0,0,7,12,6,12,0,0,7,11,6,12.1666666666667,0,13.9,-0.3,0.79,"Enrolled",85.7142857142857,52.1739130434783
1,1,1,1,1,2,148,1,3,3,2,2,133.8,0,0,0,1,0,0,18,0,0,8,8,7,13.4857142857143,0,0,8,8,7,13.4857142857143,0,12.7,3.7,-1.7,"Graduate",87.5,87.5
1,1,1,5,1,2,130,1,3,3,2,3,118.5,0,1,0,1,0,1,18,0,0,6,6,6,12,0,0,6,8,6,11.2857142857143,0,8.9,1.4,3.51,"Graduate",100,85.7142857142857
