"Marital_status","Application_mode","Application_order","Course","Daytime/evening_attendance	","Previous_qualification","Previous_qualification_(grade)","Nationality","Mothers_qualification","Fathers_qualification","Mothers_occupation","Fathers_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_(credited)","Curricular_units_1st_sem_(enrolled)","Curricular_units_1st_sem_(evaluations)","Curricular_units_1st_sem_(approved)","Curricular_units_1st_sem_(grade)","Curricular_units_1st_sem_(without_evaluations)","Curricular_units_2nd_sem_(credited)","Curricular_units_2nd_sem_(enrolled)","Curricular_units_2nd_sem_(evaluations)","Curricular_units_2nd_sem_(approved)","Curricular_units_2nd_sem_(grade)","Curricular_units_2nd_sem_(without_evaluations)","Unemployment_rate","Inflation_rate","GDP","Target","Completed_exams_ratio","Passed_exams_ratio","CU_enrolled_1st_sem_winsorized","CU_enrolled_2nd_sem_winsorized","CU_evaluations_1st_sem_winsorized","CU_evaluations_2nd_sem_winsorized","CU_approved_1st_sem_winsorized","CU_approved_2nd_sem_winsorized","CU_grade_1st_sem_clean","CU_grade_2nd_sem_clean","PC1","PC2","PC3"
1,1,1,4,1,2,117,1,4,4,3,5,118.1,0,0,0,1,1,0,19,0,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,"Graduate",100,90.9090909090909,5,5,6,5,5,5,11.2,13.2,-0.0158202561881277,-2.28441916331625,-0.974905427217414
1,1,4,1,1,2,137,1,2,2,2,1,121.3,1,0,0,1,1,1,18,0,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,15.07,15.07,2.97890146190987,-0.408362710553811,0.73460825290668
1,2,1,6,1,2,144,1,6,6,9,9,119.5,0,0,0,1,1,0,18,0,0,5,6,1,10,0,0,5,7,1,12,0,10.8,1.4,1.74,"Dropout",20,15.3846153846154,5,5,6,7,1,1,10,12,-3.75296479711563,-0.581968614978318,-0.210727706929718
1,3,1,4,0,2,130,1,2,2,2,8,115.2,0,0,0,1,1,0,24,0,0,5,5,4,12,0,0,5,6,5,12.6666666666667,0,12.4,0.5,1.79,"Enrolled",90,81.8181818181818,5,5,5,6,4,5,12,12.6666666666667,-0.359866568559346,-2.21098562220325,-0.662504803770514
1,1,1,4,1,2,140,1,2,2,7,7,130.2,1,0,0,1,1,0,22,0,0,6,11,4,13,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,"Graduate",66.6666666666667,36.3636363636364,6,6,11,11,4,4,13,12.6,-0.553735796712738,0.685428039627634,1.14586292710897
1,1,4,8,1,2,130,1,3,3,3,3,130,1,0,0,1,1,0,18,0,0,6,7,4,11,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,"Dropout",58.3333333333333,50,6,6,7,7,4,3,11,11.25,-1.51786220864588,-0.326787308164931,-0.990303312936838
1,5,2,3,1,2,130,1,5,5,3,4,126.9,1,0,0,1,0,0,18,0,0,6,8,6,13.5714285714286,0,0,6,11,5,12.1666666666667,0,9.4,-0.8,-3.12,"Graduate",91.6666666666667,57.8947368421053,6,6,8,11,6,5,13.5714285714286,12.1666666666667,0.528818305895272,-0.148683085235433,0.476871437262146
1,1,2,5,1,2,152,2,1,1,7,1,168.5,1,0,0,1,1,0,21,1,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,"Graduate",83.3333333333333,76.9230769230769,6,6,7,6,5,5,14.6,14.2,0.958282866239289,-1.78009780118575,0.808638059287684
3,3,1,1,1,2,133.1,1,5,5,7,7,130,0,0,1,1,0,0,38,0,0,7,13,3,11.8333333333333,0,0,7,14,2,10,0,16.2,0.3,-0.92,"Dropout",35.7142857142857,18.5185185185185,7,7,13,14,3,2,11.8333333333333,10,-1.92966363263926,2.98182001512037,0.52717886235446
1,1,1,1,1,2,140,1,4,4,7,7,122.8,0,0,0,1,0,1,19,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,"Graduate",100,68.1818181818182,7,8,11,11,7,8,12.625,12.5125,1.97612740993971,1.16945852533211,-0.283445794818669
3,3,1,1,1,2,133.1,1,5,5,7,7,110,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.3333333333333,0,16.2,0.3,-0.92,"Dropout",50,26.9230769230769,7,7,12,14,4,3,11.5,12.3333333333333,-0.908467715312277,2.37699988495208,0.876226098248697
1,5,1,2,1,2,140,1,2,2,7,7,127.1,1,0,0,1,0,0,18,0,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,"Graduate",80,44.4444444444444,5,5,8,10,4,4,13.25,10.5,-1.14217720994052,-0.456906360232112,0.250043490341001
1,1,3,1,1,2,133.1,1,3,3,3,3,108.5,1,0,0,1,0,0,19,0,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,"Graduate",86.6666666666667,61.9047619047619,7,8,9,12,7,6,12.60625,11.9,1.26910765891151,1.2220973959864,-0.331195037522322
1,4,1,2,1,1,140,1,3,3,7,7,138.2,0,0,1,0,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,"Dropout",68.4210526315789,40.625,10,9,15,15,8,5,13.75,13.2,2.23234752756347,3.89614142815613,1.2430758314864
1,1,2,1,1,2,133.1,1,3,3,7,7,96,1,0,0,1,0,0,19,0,0,7,10,6,13.5983333333333,0,0,8,11,6,11.9333333333333,0,11.1,0.6,2.02,"Enrolled",80,57.1428571428571,7,8,10,11,6,6,13.5983333333333,11.9333333333333,1.14814991055098,1.13558021910162,0.156073271720718
1,1,1,3,1,2,135,1,3,3,7,7,124.5,0,0,0,1,0,1,18,0,0,6,11,5,11.1428571428571,0,0,6,8,6,12.2857142857143,0,16.2,0.3,-0.92,"Graduate",91.6666666666667,57.8947368421053,6,6,11,8,5,6,11.1428571428571,12.2857142857143,-0.00129558796541343,0.143328087104336,-0.516536377249416
2,4,1,1,1,1,120,1,5,5,7,5,120,1,0,0,1,0,0,45,0,7,11,11,11,12.7,0,6,10,12,10,12.9681818181818,0,13.9,-0.3,0.79,"Enrolled",100,91.304347826087,11,10,11,12,9,8,12.7,12.9681818181818,3.91777866067458,2.78726750777453,-1.06380963413766
1,1,1,4,1,2,140,1,5,5,7,5,132.3,1,0,0,1,0,0,20,0,0,5,9,1,10,0,0,5,10,1,11,0,7.6,2.6,0.32,"Dropout",20,10.5263157894737,5,5,9,10,1,1,10,11,-3.88926097442335,0.67392899898922,0.134870754284528
1,1,1,8,1,2,128,1,3,3,3,5,120.7,1,0,1,1,0,0,18,0,0,6,8,6,11.6666666666667,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,"Graduate",83.3333333333333,55.5555555555556,6,6,8,10,6,4,11.6666666666667,11.5,-0.329125781682963,0.106918937178446,-0.496359063325388
1,1,1,4,1,2,141,1,2,2,2,2,132.6,0,0,0,1,0,1,18,0,0,6,8,6,14,0,0,6,7,6,13.1428571428571,0,11.1,0.6,2.02,"Graduate",100,80,6,6,8,7,6,6,14,13.1428571428571,1.24814645900053,-1.29355243000862,0.211515428880654
1,4,2,2,1,1,140,1,6,6,9,9,140,0,0,0,1,0,0,25,0,0,5,9,0,0,4,0,5,9,0,0,3,10.8,1.4,1.74,"Dropout",0,0,5,5,9,9,0,0,10,10,-4.84433145333439,0.825170998939919,-0.0580327843675253
1,1,6,1,1,2,139,1,2,2,2,2,124.5,1,0,0,1,0,0,19,0,0,8,9,7,12.0414285714286,0,0,8,9,7,12.0414285714286,0,10.8,1.4,1.74,"Graduate",87.5,77.7777777777778,8,8,9,9,7,7,12.0414285714286,12.0414285714286,1.65236441523927,0.881938705296389,-1.2041981769451
1,4,1,8,1,1,130,1,2,2,10,4,130,0,0,0,1,0,0,39,0,12,13,14,13,13.7692307692308,0,9,12,16,12,14.5833333333333,0,13.9,-0.3,0.79,"Graduate",100,83.3333333333333,11,10,14,15,9,8,13.7692307692308,14.5833333333333,4.50159116973654,3.54301769387956,0.642255228996906
2,3,1,7,1,2,130,1,4,4,7,7,144,0,0,0,1,0,0,29,0,13,18,20,18,15.4444444444444,0,11,13,13,13,15.3076923076923,0,15.5,2.8,-4.06,"Graduate",100,93.9393939393939,11,10,16,13,9,8,15.4444444444444,15.3076923076923,5.10129696636478,3.12496105414736,1.40430449678455
1,1,1,3,1,2,125,1,3,3,2,5,128.5,1,0,0,1,0,0,18,0,0,7,9,6,11.5,0,0,7,8,7,12.7142857142857,0,13.9,-0.3,0.79,"Enrolled",92.8571428571429,76.4705882352941,7,7,9,8,6,7,11.5,12.7142857142857,1.12171814913848,0.0859727471514822,-0.978402700576444
1,4,1,5,1,1,140,1,5,5,7,1,140,0,0,0,0,0,0,23,0,0,3,3,2,10,0,0,6,0,0,0,0,10.8,1.4,1.74,"Dropout",22.2222222222222,66.6666666666667,5,6,5,5,2,0,10,10.846,-3.17007539014115,-1.06615865386644,-1.50890250412666
1,2,1,3,1,2,120,1,2,2,3,3,113.9,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.3333333333333,0,12.7,3.7,-1.7,"Dropout",58.3333333333333,33.3333333333333,6,6,8,13,4,3,12.25,10.3333333333333,-1.46918393203078,1.01431240779885,0.141038345942616
1,1,1,3,1,2,147,1,2,2,2,2,137.2,0,0,0,0,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,15.1666666666667,0,10.8,1.4,1.74,"Graduate",100,100,6,6,6,6,6,6,14.5,15.1666666666667,1.95788087517574,-2.35072939638066,0.639092658092942
1,4,1,2,1,1,140,1,2,2,3,3,140,1,0,0,1,0,0,23,0,0,6,7,6,15.5714285714286,0,0,6,8,6,16.375,0,12.4,0.5,1.79,"Graduate",100,80,6,6,7,8,6,6,15.5714285714286,16.375,2.25129324798731,-1.97798145689604,1.98501940380506
1,1,1,2,1,2,161,1,2,2,2,2,152.3,0,0,0,1,0,0,18,0,0,6,7,6,15.5714285714286,0,0,6,7,6,14.7142857142857,0,11.1,0.6,2.02,"Graduate",100,85.7142857142857,6,6,7,7,6,6,15.5714285714286,14.7142857142857,1.95241636379463,-1.96219752961711,1.22963683761305
2,3,1,3,0,4,133.1,1,5,5,2,6,112.5,0,0,0,1,0,0,32,0,0,6,8,5,13.8,0,0,6,7,6,12.1666666666667,0,9.4,-0.8,-3.12,"Graduate",91.6666666666667,73.3333333333333,6,6,8,7,5,6,13.8,12.1666666666667,0.642858860401604,-1.04597789004656,-0.0701965233784535
2,3,2,4,1,2,150,1,3,3,7,5,101,0,0,1,0,0,0,29,0,0,5,8,3,10.6666666666667,0,0,5,14,2,14.8,0,10.8,1.4,1.74,"Dropout",50,22.7272727272727,5,5,8,14,3,2,10.6666666666667,14.8,-1.82860823495297,0.332948900072001,1.74192887101629
1,1,6,3,1,2,113,1,2,2,7,4,112.3,1,0,1,1,0,1,20,0,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,"Graduate",75,56.25,6,6,8,8,5,4,11.6,11.75,-0.620296144852575,-0.255879499538052,-0.600787625130658
1,3,1,3,1,2,140,1,6,6,9,9,114,1,0,0,0,0,0,28,0,0,6,11,1,13,0,0,6,12,0,0,0,9.4,-0.8,-3.12,"Dropout",8.33333333333333,4.34782608695652,6,6,11,12,1,0,13,12.904,-2.77930610933137,1.37655000097469,2.30042993271178
1,4,1,4,1,1,130,1,4,4,1,7,130,0,0,0,1,0,0,27,0,0,5,9,3,12,0,0,5,11,4,13.625,0,10.8,1.4,1.74,"Graduate",70,35,5,5,9,11,3,4,12,13.625,-1.13322468187591,-0.266207430172616,1.25579135061216
1,2,2,1,1,2,120,1,5,5,10,9,121.5,0,0,1,1,0,0,22,0,11,14,14,12,12.3333333333333,2,11,14,14,12,12.3333333333333,2,7.6,2.6,0.32,"Graduate",85.7142857142857,85.7142857142857,11,10,14,14,9,8,12.3333333333333,12.3333333333333,3.56949955968741,3.95235565467415,-0.805864091528696
2,3,1,7,1,4,133.1,1,3,3,7,8,120,0,0,1,1,0,0,37,0,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,"Enrolled",100,54.5454545454545,6,6,10,12,6,6,12.875,12.9,0.821246173158316,0.349596032396786,0.707795367754122
1,4,1,3,0,1,130,1,5,5,9,3,130,0,0,0,0,0,0,28,0,0,6,12,1,11,0,0,6,0,0,0,0,12.7,3.7,-1.7,"Dropout",8.33333333333333,8.33333333333333,6,6,12,5,1,0,11,11.532,-3.60991465834683,0.750604597759124,0.245369014598523
2,3,1,7,1,2,120,1,5,5,7,7,125.7,0,0,1,0,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,"Dropout",66.6666666666667,34.7826086956522,6,6,10,13,4,4,12.25,10.5,-1.11804396677404,1.28164178301706,0.27880711473459
1,2,1,1,1,2,140,1,5,5,7,7,128,1,0,0,0,0,0,32,0,0,7,7,0,0,7,0,8,8,0,0,7,10.8,1.4,1.74,"Dropout",0,0,7,8,7,8,0,0,10,10,-3.888756592197,1.66827843604454,-1.04490210008043
1,1,1,3,1,2,123,1,2,2,7,7,113.2,0,0,0,1,0,1,20,0,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,"Enrolled",75,37.5,6,6,11,13,4,5,10.75,11.5,-0.904925625163439,1.44655515140839,0.0242963444010306
3,3,1,1,1,4,133.1,1,4,4,7,2,120,0,0,0,1,0,1,35,0,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,"Graduate",100,88.8888888888889,8,8,9,9,8,8,13.63,13.63,2.94469175196005,0.28729322293948,-0.295808907208683
1,1,1,4,1,2,130,1,5,5,9,9,117.8,1,0,0,1,0,0,21,0,0,5,8,3,13,0,0,5,7,4,11.5,1,7.6,2.6,0.32,"Graduate",70,46.6666666666667,5,5,8,7,3,4,13,11.5,-1.34684652522356,-1.0832063902868,0.208485994754851
1,1,4,1,1,2,126,1,3,3,5,7,121.3,1,0,0,1,0,1,18,0,0,7,9,6,13.5333333333333,0,0,7,7,7,12.2285714285714,0,12.4,0.5,1.79,"Enrolled",92.8571428571429,81.25,7,7,9,7,6,7,13.5333333333333,12.2285714285714,1.47339966080206,-0.341230160905012,-0.526419646936726
1,1,1,1,1,2,176,1,1,1,10,5,169.7,0,0,0,1,0,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.3777777777778,0,16.2,0.3,-0.92,"Graduate",100,93.75,7,8,7,9,7,8,16.9,16.3777777777778,3.85649590440918,-1.25630437730153,1.89038577039897
1,1,4,3,1,2,124,1,3,3,3,6,117.7,1,0,0,1,0,0,18,0,0,6,10,5,12,0,0,6,11,4,12,0,16.2,0.3,-0.92,"Graduate",75,42.8571428571429,6,6,10,11,5,4,12,12,-0.537579518907091,0.65296445947539,0.313440498749994
1,4,1,3,0,3,120,1,3,3,5,4,121.8,1,0,0,1,0,0,22,0,3,6,6,6,12.5,0,2,6,7,6,13.2857142857143,0,12.4,0.5,1.79,"Graduate",100,92.3076923076923,6,6,6,7,6,6,12.5,13.2857142857143,1.09046811678829,-1.56362456396206,-0.610630896922681
1,1,2,1,1,2,140,1,2,2,2,8,128.3,1,0,0,1,0,0,19,0,0,8,8,7,12.7642857142857,0,0,8,8,7,12.7642857142857,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,12.7642857142857,12.7642857142857,2.02797136346551,0.242776184139079,-0.968992921837063
1,1,2,4,1,2,143,1,3,3,7,5,132.2,1,0,0,1,0,1,18,0,0,5,8,5,13.75,0,0,5,6,5,12.1666666666667,0,13.9,-0.3,0.79,"Graduate",100,71.4285714285714,5,5,8,6,5,5,13.75,12.1666666666667,0.115444532978863,-1.79566790877414,0.120684956615513
1,1,1,1,1,2,132,1,3,3,7,3,123.4,0,0,0,1,0,1,18,0,0,7,7,7,14.6042857142857,0,0,8,9,8,15.6833333333333,0,11.1,0.6,2.02,"Graduate",100,93.75,7,8,7,9,7,8,14.6042857142857,15.6833333333333,3.23883424371136,-0.838932239631735,0.758724101493029
2,3,1,4,0,4,133.1,1,3,3,3,1,121.7,0,0,1,0,0,0,31,0,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,"Dropout",0,0,5,5,7,7,0,0,10,10,-4.93070174116724,0.109825224279335,-0.497027390050646
2,3,1,3,0,4,100,1,2,2,1,3,130,0,0,1,1,0,1,33,0,0,6,9,5,13.8333333333333,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,"Graduate",91.6666666666667,68.75,6,6,9,7,5,6,13.8333333333333,12.5,0.676132626250183,-0.882786805248986,0.193911643636751
1,1,3,1,1,2,137,1,3,3,5,5,126.5,1,0,0,1,0,1,19,0,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,"Graduate",100,100,8,8,8,8,8,8,13.57625,13.57625,3.01724631777682,-0.143604146588376,-0.645749127957409
1,1,1,3,1,2,153,1,4,4,5,5,159.7,1,0,0,1,0,1,18,0,0,6,7,6,15.1428571428571,0,0,6,6,6,15.8333333333333,0,12.7,3.7,-1.7,"Graduate",100,92.3076923076923,6,6,7,6,6,6,15.1428571428571,15.8333333333333,2.14717734013313,-2.29509969571162,1.28156564410764
1,1,1,4,1,2,160,1,3,3,2,1,151.3,0,0,0,1,0,0,23,0,0,5,8,3,10.6666666666667,0,0,5,8,5,11.6,0,7.6,2.6,0.32,"Graduate",80,50,5,5,8,8,3,5,10.6666666666667,11.6,-1.44952151560221,-0.689138816912461,-0.668303932838414
1,1,1,3,1,2,145,1,4,4,3,5,138,1,0,0,1,0,0,20,0,0,6,11,5,11.2,0,0,6,6,6,12,0,9.4,-0.8,-3.12,"Graduate",91.6666666666667,64.7058823529412,6,6,11,6,5,6,11.2,12,-0.0205409972308409,-0.234087296494643,-0.897238195419914
1,1,5,1,1,2,137,1,4,4,2,6,126.5,1,0,0,1,0,0,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,"Graduate",100,100,8,8,8,8,8,8,13.76375,13.76375,3.09457567057783,-0.196554567857547,-0.507212787074439
1,4,1,2,1,1,140,1,2,2,2,1,140,1,0,1,1,0,0,21,0,7,9,10,8,13.25,0,4,9,14,5,12.2,0,8.9,1.4,3.51,"Enrolled",72.2222222222222,54.1666666666667,9,9,10,14,8,5,13.25,12.2,1.85435855725163,2.62887340089681,0.0968523314946652
1,1,1,3,1,2,120,1,3,3,3,4,112.3,0,0,0,1,0,1,22,0,0,6,10,5,10.7142857142857,0,0,6,10,5,12.2,0,12.7,3.7,-1.7,"Graduate",83.3333333333333,50,6,6,10,10,5,5,10.7142857142857,12.2,-0.432830940238772,0.51076483064403,-0.395978158002519
1,1,1,3,1,2,122,1,2,2,2,2,127.3,1,0,1,1,0,0,20,0,0,6,6,6,12.1666666666667,0,0,6,7,6,11.6666666666667,0,9.4,-0.8,-3.12,"Graduate",100,92.3076923076923,6,6,6,7,6,6,12.1666666666667,11.6666666666667,0.688712579241617,-1.28405866668804,-1.31021493947555
1,4,1,1,1,1,130,1,3,3,2,8,130,1,0,0,1,0,0,23,0,1,7,8,6,14.3571428571429,0,1,7,8,6,14.3571428571429,0,7.6,2.6,0.32,"Graduate",85.7142857142857,75,7,7,8,8,6,6,14.3571428571429,14.3571428571429,1.7625453848849,-0.664522152004591,0.718422992594587
1,1,2,3,1,2,133.1,1,1,1,2,3,115,1,0,0,1,0,0,19,0,0,6,6,6,12.8333333333333,0,0,6,6,6,12.6666666666667,0,16.2,0.3,-0.92,"Graduate",100,100,6,6,6,6,6,6,12.8333333333333,12.6666666666667,1.09921552361403,-1.75987169758765,-0.886145233108987
1,1,6,1,1,2,150,1,2,2,1,1,131.5,1,0,0,1,0,0,19,0,0,8,8,7,13.9257142857143,0,0,8,8,7,13.9257142857143,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,13.9257142857143,13.9257142857143,2.50697146881574,-0.0852138538939627,-0.11085924459624
1,3,1,4,0,2,133.1,1,3,3,5,2,125.7,0,0,0,1,0,0,26,0,0,5,9,2,12,0,0,5,9,3,11,0,10.8,1.4,1.74,"Dropout",50,27.7777777777778,5,5,9,9,2,3,12,11,-2.40974541481371,-0.0851561164270416,0.339777560345936
1,1,6,1,1,2,141,1,2,2,2,1,126.8,1,0,0,1,0,0,18,0,0,7,7,7,13.4428571428571,0,0,8,9,8,13.7444444444444,0,16.2,0.3,-0.92,"Graduate",100,93.75,7,8,7,9,7,8,13.4428571428571,13.7444444444444,2.60002562140881,-0.398813185554645,-0.373514483861642
1,1,1,6,1,2,146,1,2,2,5,5,132.4,1,0,0,1,1,0,18,0,0,5,5,1,16,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout",10,10,5,5,5,5,1,0,16,14.962,-2.33100677201985,-2.26565541952185,2.95928602744243
1,4,1,7,1,3,150,1,4,4,7,7,150,1,0,0,1,1,0,20,0,0,6,8,6,13.125,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,"Graduate",100,66.6666666666667,6,6,8,10,6,6,13.125,13.2,0.998703787790319,-0.540001835346416,0.372166835317804
1,1,1,4,1,2,133.1,1,1,1,2,2,95,0,0,0,1,1,0,19,0,0,6,7,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout",0,0,6,6,7,6,0,0,10,10,-4.56093328871498,0.483383471912902,-0.885937871552252
1,2,1,4,0,2,120,1,5,5,7,7,128.2,0,0,0,0,1,0,32,0,5,9,9,5,11.4,0,4,4,4,4,11,0,10.8,1.4,1.74,"Dropout",69.2307692307692,69.2307692307692,9,5,9,5,5,4,11.4,11,-0.469185393877697,0.00436367369484716,-1.54298472963533
2,3,1,2,1,2,150,1,3,3,2,2,130,0,0,0,0,1,0,31,0,0,4,12,2,11,2,0,5,9,3,11.6666666666667,0,9.4,-0.8,-3.12,"Dropout",55.5555555555556,23.8095238095238,5,5,12,9,2,3,11,11.6666666666667,-2.41705450881347,0.494135975361378,0.493258134278941
1,3,1,6,1,4,133.1,1,2,2,2,3,100,0,0,0,1,1,0,25,0,0,5,13,1,11,0,0,5,11,1,10,0,13.9,-0.3,0.79,"Enrolled",20,8.33333333333333,5,5,13,11,1,1,11,10,-3.82773251475091,1.59331350002731,0.694859672764115
1,2,1,2,1,3,140,1,3,3,7,1,159.9,1,0,0,1,0,0,21,0,2,6,14,5,13.6666666666667,0,2,6,10,5,13,0,16.2,0.3,-0.92,"Graduate",83.3333333333333,41.6666666666667,6,6,14,10,5,5,13.6666666666667,13,0.297932934357517,0.771356833847664,1.47975063575156
2,2,1,4,0,2,140,1,5,5,2,7,100,0,0,0,0,0,0,31,0,2,6,10,4,11.75,0,0,5,6,1,10,0,12.7,3.7,-1.7,"Dropout",45.4545454545455,31.25,6,5,10,6,4,1,11.75,10,-2.54640626933419,0.0721064573257523,-0.490661406899025
2,3,1,3,1,2,133.1,1,5,5,3,3,116.5,0,0,0,1,0,0,34,0,0,7,11,1,10,0,0,7,7,1,13,0,16.2,0.3,-0.92,"Dropout",14.2857142857143,11.1111111111111,7,7,11,7,1,1,10,13,-2.79977139128154,1.34194044671736,0.143754180849117
1,1,1,3,1,2,128,1,3,3,7,7,120,0,0,0,1,0,1,18,0,0,6,8,6,13.5,0,0,6,9,6,12.8333333333333,0,11.1,0.6,2.02,"Graduate",100,70.5882352941177,6,6,8,9,6,6,13.5,12.8333333333333,1.02114706303723,-0.748404720657494,0.232519170691863
1,4,1,4,1,1,140,1,3,3,10,4,140,1,0,1,1,0,0,21,0,0,6,12,1,12,0,0,6,11,1,11,0,8.9,1.4,3.51,"Enrolled",16.6666666666667,8.69565217391304,6,6,12,11,1,1,12,11,-3.0678763105398,1.6999635531581,1.07869337761761
1,1,2,3,1,2,124,1,4,4,3,1,118.1,1,0,0,0,0,0,18,0,0,6,11,3,13,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,"Dropout",66.6666666666667,38.0952380952381,6,6,11,10,3,5,13,11.8,-0.736235628767062,0.578956125900876,0.71001217064689
1,1,1,8,1,2,158,1,3,3,2,6,153.5,1,0,0,1,0,0,20,0,0,6,7,6,14.8333333333333,0,0,6,6,6,16,0,11.1,0.6,2.02,"Graduate",100,92.3076923076923,6,6,7,6,6,6,14.8333333333333,16,2.11740443646004,-2.2763679264802,1.22075858932812
1,2,1,3,1,2,137,1,4,4,7,3,127.9,1,0,0,1,0,0,20,0,0,6,6,6,11.8333333333333,0,0,6,7,6,12.8571428571429,0,15.5,2.8,-4.06,"Graduate",100,92.3076923076923,6,6,6,7,6,6,11.8333333333333,12.8571428571429,0.864460257304549,-1.40969562445273,-1.01926062481834
1,1,3,4,1,2,123,1,4,4,5,6,118.8,1,1,0,1,0,1,18,0,0,6,10,5,12,0,0,6,11,5,12.3333333333333,0,11.1,0.6,2.02,"Graduate",83.3333333333333,47.6190476190476,6,6,10,11,5,5,12,12.3333333333333,-0.140560729445119,0.511089162901867,0.290351622334855
1,1,1,3,1,2,126,1,4,4,5,6,126.7,1,0,0,1,0,0,19,0,0,6,11,4,12.75,0,0,6,7,6,11.3333333333333,0,7.6,2.6,0.32,"Graduate",83.3333333333333,55.5555555555556,6,6,11,7,4,6,12.75,11.3333333333333,-0.202569502993093,-0.0749361147159258,-0.2503114800484
1,2,1,2,1,2,170,1,3,3,3,1,170,1,0,0,1,0,0,19,0,0,5,5,0,0,5,0,5,7,4,14.75,1,12.7,3.7,-1.7,"Enrolled",40,33.3333333333333,5,5,5,7,0,4,14.1045,14.75,-1.56236156626839,-2.02909553607515,1.87171652822714
3,3,1,2,1,2,133.1,1,1,1,3,3,110,1,0,0,1,0,1,30,0,0,6,7,0,0,0,0,6,16,1,10,0,11.1,0.6,2.02,"Dropout",8.33333333333333,4.34782608695652,6,6,7,15,0,1,10.846,10,-3.80661987428488,1.88038658128967,0.412555916115487
1,1,1,3,1,2,115,1,3,3,3,3,115,1,0,0,1,0,0,19,0,0,6,6,6,12,0,0,6,7,6,12.8571428571429,0,11.1,0.6,2.02,"Graduate",100,92.3076923076923,6,6,6,7,6,6,12,12.8571428571429,0.898938794461564,-1.43272520807859,-0.954877960704121
1,1,3,1,1,2,132,1,4,4,5,5,119,1,0,0,1,0,0,19,0,0,7,9,7,11.6777777777778,0,0,8,8,8,13.8,0,12.7,3.7,-1.7,"Graduate",100,88.2352941176471,7,8,9,8,7,8,11.6777777777778,13.8,2.17891185165896,0.0614887774989274,-0.921383862531158
1,1,4,1,1,2,132,1,2,2,2,5,121.8,1,0,0,1,0,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,"Graduate",87.5,87.5,8,8,8,8,7,7,13.6,13.6,2.37263933594999,0.0067685921964861,-0.351516659615811
1,1,1,2,1,2,143,1,3,3,7,7,133.4,1,0,0,1,0,0,19,0,0,6,7,6,16,0,0,6,8,6,15.875,0,12.4,0.5,1.79,"Graduate",100,80,6,6,7,8,6,6,16,15.875,2.23717634753557,-1.96508801371277,1.97429257580103
1,1,3,3,1,2,137,1,2,2,10,1,131.4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,"Graduate",91.6666666666667,68.75,6,6,9,7,5,6,11.8,11.5,0.0499424809380441,-0.457601139999787,-0.944121358580488
1,2,1,6,1,2,130,1,3,3,7,1,135,0,0,1,1,1,0,25,0,0,5,5,0,0,0,2,6,7,2,14,0,13.9,-0.3,0.79,"Dropout",18.1818181818182,16.6666666666667,5,6,5,7,0,2,13.59,14,-2.41414869504977,-1.29870949471551,1.62371903549838
