Gender,Marital_status,Nationality,Age_at_enrollment,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Attendance,Educational_special_needs,International,Application_mode,Application_order,Previous_qualification,Course,Previous_qualification_grade,Admission_grade,Target,Curricular_units_1st_sem_(credited),Curricular_units_2nd_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_2nd_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_2nd_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_2nd_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_2nd_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(without_evaluations),GDP,Inflation_rate,Unemployment_rate
0,2,1,24,1,0,1,2,3,4,3,1,1,0,0,1,1,3,5,130.61189412331282,121.15197543094925,Graduate,2,0,6,7,4,5,4,6,14.140785465240537,14.842495227620788,0,1,2.040388121033177,1.2951348436105157,8.24142303197381
0,1,1,33,0,0,0,3,2,6,6,1,1,0,0,1,2,2,8,128.113527139218,129.5315491414689,Graduate,0,2,4,5,3,2,2,2,12.148053572014247,12.565456348598232,0,1,0.2338388117435779,1.853421850734012,9.82835767604995
0,1,1,26,0,0,0,2,5,3,5,0,1,0,0,5,5,2,5,127.20518331981745,113.1610784378253,Graduate,0,1,6,5,5,4,4,2,13.700580245105833,13.34516194446854,0,0,2.2770027375367277,1.8625891328472068,6.605307232699054
0,1,1,28,0,0,0,2,2,3,5,0,1,0,0,1,3,4,8,134.81841909047284,131.84771326077444,Graduate,1,1,5,6,0,-1,4,4,15.467855026267173,14.699326084842898,0,0,2.947195422545136,1.5769819973458752,6.695266438341745
0,1,2,22,0,1,0,2,3,7,7,1,0,0,0,1,2,3,6,125.7210009064295,130.03297287013697,Dropout,0,0,7,6,4,3,3,5,14.301252116150474,13.85536507572473,0,1,2.3602784661079377,1.905328155377562,7.649010268217464
0,1,1,26,0,0,0,4,3,4,3,0,1,0,1,4,3,2,6,95.0,95.0,Graduate,0,0,5,4,5,6,3,3,13.888662485444453,13.782112643350901,0,0,2.0397612343428895,1.6014364903185951,8.13484132579798
0,1,2,17,0,0,0,6,3,1,3,0,1,0,0,1,3,3,7,136.33145758727326,128.98889069111348,Graduate,0,0,5,5,1,0,3,2,17.454608590905078,17.027721908514593,1,0,2.920640436932672,2.353022019609092,7.577593562831978
1,1,1,25,1,0,0,3,2,4,7,1,1,0,0,1,1,2,1,120.61594695018124,121.48606879577733,Graduate,1,1,5,4,1,1,2,2,12.683136222512392,11.451590759068205,0,0,1.7348628414463383,2.218668023695154,7.925674813905927
1,3,1,24,0,0,0,4,2,7,6,1,1,0,0,1,2,2,3,145.9454026362232,151.01427184165368,Graduate,0,1,6,6,0,1,4,5,17.40479014722132,18.037489290859707,1,0,3.2124648460139302,1.9824440027488317,6.589982325050478
1,1,1,22,0,0,0,1,1,7,1,1,0,0,0,1,4,3,2,135.20351704515838,125.9950875236341,Graduate,1,0,7,6,5,5,6,3,15.106329623176405,14.160884761100077,0,0,2.6466069104628307,1.9209246440844394,7.118551700353795
1,1,2,28,0,0,0,4,2,10,7,1,1,0,0,1,2,2,1,152.69625922516354,156.13977706238992,Graduate,0,1,6,7,4,5,5,4,17.55371435820248,18.521476254040103,0,0,2.9240200082033363,2.6011502745695867,7.373185928560851
0,1,1,18,0,0,0,6,3,7,7,0,1,0,0,1,1,2,8,140.26106318713104,143.50638320218795,Enrolled,0,0,4,3,4,5,4,1,12.335334301178696,11.92674791099541,0,0,0.4301751542848755,1.5607819236789584,9.75574430651124
0,1,1,20,0,0,0,3,1,5,1,0,1,0,0,1,3,2,2,114.67148737183788,119.86328708731564,Dropout,0,0,4,3,1,1,3,3,12.80598233739507,11.56358714062244,0,0,2.3714587123913278,1.0784085347209147,6.893248563184342
1,1,1,21,1,0,0,4,3,3,7,1,1,0,0,1,1,2,3,114.67729243306513,117.30604903964417,Graduate,1,0,7,6,7,8,5,3,15.983956690332324,14.89782857394432,0,1,3.0304157312959066,1.7416746086289876,6.849970469979492
0,3,1,17,0,0,1,3,4,2,6,1,1,0,0,3,3,2,3,115.18009926444975,116.48080031511446,Graduate,0,1,6,5,3,2,5,3,12.78899984648432,12.87892617747459,0,0,2.127999229690324,1.8191030798934968,9.195986449512006
1,2,1,22,0,0,0,2,2,7,3,1,1,0,0,1,3,2,5,122.72383076768965,121.16417402691457,Enrolled,0,1,4,5,3,3,4,3,13.480408816208115,13.48674946370705,0,1,4.037822720913106,1.3411390860188934,6.5865798728459435
0,3,1,17,1,0,0,4,2,6,6,0,1,0,0,1,3,2,7,125.94584402592386,122.95478929950096,Graduate,0,0,4,4,4,5,3,3,18.655793650700613,17.508659405288526,0,0,2.366034003517126,1.8402841289181977,5.250576134082292
1,3,1,26,0,1,0,3,4,7,6,1,1,0,1,1,1,2,5,158.38682058038336,165.6167508164809,Dropout,1,1,7,7,0,1,6,4,10.0,10.0,0,0,1.452665490555351,0.8563343174315621,9.130568068808836
0,1,1,21,0,0,0,3,3,3,9,1,1,0,0,2,5,2,6,143.72565913727615,142.77109822090023,Dropout,0,1,4,5,0,0,3,4,13.93624123959148,14.577626004172606,0,0,1.959541214540182,1.568804471551292,7.73057104566982
1,1,1,18,0,1,0,3,1,4,7,0,0,0,0,3,2,2,4,102.77929083673472,108.13016252479767,Graduate,1,1,7,7,7,7,5,5,11.699304024592381,12.01827927153102,0,0,3.9407619148322435,2.799772959902471,8.057511708342945
0,1,1,17,0,0,0,4,2,3,4,0,1,0,0,1,3,3,8,122.48869082313342,127.68293822377933,Graduate,1,0,4,5,1,0,3,2,15.851961571936645,15.449104531460339,0,0,3.688050299069908,1.9280971433812653,7.395225756666843
1,1,1,20,0,0,0,3,3,7,2,1,0,0,0,4,2,2,2,139.26713989316158,129.86945183151988,Graduate,1,0,5,5,2,1,4,4,12.743565582437578,14.090144314255268,0,0,1.0205368349857622,1.8934112059853576,9.319189344726189
0,1,1,24,0,0,0,2,3,2,7,0,1,0,0,2,1,2,4,119.91449341136047,116.72799989747483,Graduate,0,0,4,3,0,-1,2,1,13.474963661797915,11.274601769508587,0,0,1.1137217398289434,0.9564761120920459,9.568788331279158
1,1,1,24,0,0,0,2,3,7,7,0,1,0,0,1,1,2,7,141.6205157409124,141.09215099690647,Graduate,0,0,6,5,6,5,6,5,16.523930698890396,15.479330909672306,0,1,3.5123213712261645,0.7517727481233307,8.311526094502065
1,1,1,17,0,0,0,6,3,1,2,0,1,0,0,1,1,2,2,123.219690210425,124.12081212969,Graduate,0,0,6,7,5,4,6,4,12.454524756184053,11.560546997462628,1,0,1.936711595795766,1.1727702837469143,8.337784383336212
0,1,2,17,1,1,0,3,4,6,1,0,0,0,0,1,2,2,7,137.31681711294542,141.6094587754711,Dropout,1,1,7,6,2,2,6,4,13.76128950442085,14.928319027411442,1,0,2.2392588850063797,2.059139899956546,6.269214579614105
1,1,1,24,1,0,0,5,2,1,7,0,1,0,0,4,1,3,3,128.61954614330912,130.40655696227714,Graduate,0,0,4,3,3,3,2,2,11.717404077837234,12.461212436543784,0,0,2.0921771274937315,2.0988778179177405,8.234016556554844
1,1,1,17,0,0,0,4,3,2,7,0,1,0,0,4,2,3,2,142.24373942592493,142.66332571829167,Dropout,1,1,7,8,1,1,4,7,10.545075323602571,13.00372193798422,0,0,2.501566125988035,2.141776048457925,7.7853857105693915
0,1,1,21,0,0,0,3,6,2,2,0,1,0,0,2,2,2,4,168.81553872908233,164.4631855996487,Enrolled,1,0,5,6,3,3,3,5,10.304850688618146,10.857702665156445,2,0,2.6212377044476627,2.4974894172581346,7.7330139808150795
1,1,1,22,0,0,0,2,2,4,7,1,1,0,0,1,1,2,7,157.85912317745687,168.42840995376932,Graduate,0,0,5,6,0,-1,4,4,10.0,10.0,0,1,1.4462654469922853,2.0447221435034852,7.817774868619
1,1,1,23,0,0,0,2,4,4,3,0,0,0,0,1,1,2,1,118.37586947902213,121.85095491465097,Graduate,0,0,5,4,3,4,2,2,10.01766103070216,12.184359285260996,0,0,2.7642879097655477,1.2234695567274982,7.863557558198915
1,2,1,25,1,1,0,3,2,7,3,1,1,0,0,5,1,2,5,190.22472840294768,189.10370773019355,Graduate,1,0,4,5,4,3,2,3,11.83479429509754,10.892529235765245,0,1,2.5474205041744056,1.282962004828221,8.00635310276348
0,1,1,17,1,0,0,2,2,3,4,1,0,0,0,3,4,3,6,163.61569923543118,159.71944778598132,Dropout,0,1,6,7,3,3,3,5,14.776165792761434,14.021186208474706,1,0,4.716981060295085,1.4242700496354546,4.070752674468962
0,1,1,17,1,1,0,4,5,1,6,0,1,0,0,1,1,2,7,126.28182037734567,129.08022477448054,Graduate,0,0,4,4,2,2,2,3,12.132975145408986,10.780836164285892,0,0,2.883933394587716,0.44789290949860416,6.528189489536057
1,2,1,18,0,0,0,4,1,7,7,0,0,0,0,3,1,2,4,122.67375415085527,122.9697493898726,Graduate,0,0,7,6,2,1,4,5,12.525424525854929,13.274959544801394,1,0,3.410437759192563,0.8540018951293719,6.6537936225606
1,1,1,30,1,0,0,2,2,7,5,1,1,0,0,1,2,2,4,146.80982985427386,131.57113692359513,Dropout,1,1,6,7,3,4,4,7,14.397973695580925,14.527151398538145,1,1,1.8136779654155408,1.566129388869352,8.141075395914886
0,1,1,31,1,0,0,3,2,3,3,0,0,0,0,1,2,2,7,154.08830404955893,144.18274285008027,Enrolled,0,2,6,6,0,1,2,3,14.923615693133474,14.799616631565355,0,1,3.2593091375661896,1.209644098259115,5.364178044306904
1,1,1,30,0,0,0,2,2,7,7,0,1,0,0,3,1,2,2,175.3430315306503,188.38879470441876,Graduate,0,0,5,4,2,1,3,2,15.132143562234155,15.23719687058889,0,0,3.513871649546221,1.6445477223251392,6.5849959014103385
0,1,1,20,0,0,0,2,3,7,1,1,0,0,0,1,1,2,8,150.16909067515041,153.8735877306266,Dropout,2,1,7,6,5,5,6,3,14.683835506718875,14.728701104614585,0,0,2.227832556276609,1.4579301026047136,7.6202926223791545
0,2,1,17,0,0,0,2,2,4,7,0,1,0,0,1,1,2,4,126.72502830028368,120.32784899007062,Graduate,0,0,4,5,1,2,4,3,16.218086855420005,14.641953411129462,0,0,2.8810141381056544,1.9605423976954317,6.350244984933376
0,2,1,17,0,1,0,4,1,6,7,1,1,0,0,1,1,3,3,129.85281096210696,126.12396455804743,Dropout,0,1,6,6,4,5,4,5,14.894641749605539,16.35198447334089,1,0,1.8985967287070402,2.124142557115973,7.735039577579532
0,1,2,18,1,0,0,2,2,2,3,1,0,0,1,1,1,2,1,152.5322693042001,143.9125935406669,Graduate,0,0,6,5,0,0,4,5,12.861033246954056,12.241881859495903,1,0,0.222809686912814,1.453235921735907,8.859112998400537
1,1,2,20,0,1,0,2,3,1,2,0,0,0,0,1,1,1,2,113.19090934412047,107.94443591577087,Graduate,0,1,6,6,1,0,5,5,17.726432477666343,18.193883031110257,0,0,2.8161909922201716,0.9673645615461236,7.310942825891647
0,1,1,28,0,0,0,2,3,10,7,0,0,0,0,1,1,1,7,169.89301796370054,180.13802504957832,Dropout,2,1,6,6,0,-1,5,4,17.570548267133642,16.873124862000225,0,1,2.5280971133537977,1.8058380703946577,6.368261151244665
1,1,1,25,0,0,0,2,3,3,6,1,0,0,0,1,1,2,6,129.10741533829676,127.2968688705124,Graduate,1,1,6,7,6,5,6,5,11.885180089221953,11.432526598133203,0,2,3.3687103725745455,2.287894389465228,6.704726869330892
1,1,1,22,0,0,1,3,3,3,1,1,0,0,0,1,3,3,2,159.19029191251155,167.52226068629986,Dropout,0,0,5,6,2,2,5,6,14.654153030120845,14.330144211838496,0,0,2.137037752515509,1.1474404505219264,8.305176511971059
1,1,1,17,1,0,0,1,2,10,7,0,1,0,0,1,2,2,8,163.98852567150092,180.26520483311,Dropout,0,0,5,4,0,1,4,1,13.330316977183031,13.421262717415752,0,0,2.3031578068558836,1.2665568222965606,6.6608945560449975
0,1,1,17,0,0,0,4,4,7,4,0,1,0,0,4,4,2,7,200.0,196.0485255493317,Enrolled,0,0,6,6,6,6,4,5,15.776797935209192,16.737915618134988,0,0,2.1636656886169954,1.0495696023701166,6.9004925565969994
0,1,1,22,0,0,0,2,1,6,4,0,1,0,0,1,4,3,3,133.89438111816904,120.94332283291438,Graduate,0,1,4,3,1,2,3,3,15.460779570224478,14.958800882864681,1,0,-0.3957789726675607,1.0685425740587293,11.262622710179789
1,1,2,24,0,0,0,3,2,7,7,0,0,0,0,1,4,3,3,134.44209256859364,138.7713632223052,Graduate,1,0,6,5,6,7,6,4,10.0,10.0,1,0,2.004196797587043,0.6189702594651472,8.389533996898258
1,1,1,23,0,0,0,1,3,7,7,0,0,0,1,5,1,2,2,133.40770963826165,125.20463855607807,Graduate,0,0,4,3,0,-1,4,3,16.412126155009528,15.936974113967214,0,0,2.878248232178773,1.5495409247689926,8.706160587355097
0,1,1,17,0,0,0,6,2,7,4,0,1,0,0,1,1,2,6,143.47455582226232,143.4806252176538,Enrolled,1,0,7,6,5,5,5,5,14.956225162306067,14.249242184048061,0,0,2.1111752602967844,2.1294750660799457,8.016405063832137
1,2,1,24,1,0,0,2,2,1,2,1,1,0,0,3,2,2,6,127.10860523874064,128.79382250390154,Graduate,0,0,6,7,2,1,5,3,15.76526347075649,16.15034433022512,1,0,2.305895786062198,2.183422623666739,7.8493600985213625
1,1,1,23,0,0,0,4,2,5,6,1,0,0,0,1,4,2,4,164.23843806350578,182.8103913078,Graduate,0,0,5,4,3,4,3,3,16.221890474035646,17.5535281033197,1,0,3.0746995609753407,1.2246649023691907,7.567631168127677
1,1,1,17,0,0,0,4,3,3,7,1,1,0,0,4,2,2,6,160.16323935219165,163.3922729350999,Enrolled,0,1,7,7,1,2,6,5,14.144367809485686,14.581999512011473,0,0,2.151751323284301,1.8022200165965276,6.904873106396331
1,3,1,17,0,0,0,3,2,1,7,1,0,0,0,1,1,2,8,134.86012703712618,130.28911477018386,Graduate,0,0,5,6,5,4,4,3,14.696198362118247,14.519032195659454,1,1,2.291937902705277,0.8607317879699732,7.5176132658945765
1,1,1,24,0,1,0,4,6,5,5,0,0,0,0,5,2,2,5,125.78638690915297,132.04481323049006,Dropout,1,0,4,5,3,3,2,5,14.437679116089267,16.200735276149047,0,1,0.6647839792246566,1.666200996977512,10.163220853137096
0,1,1,20,1,0,0,1,2,7,7,0,1,0,0,1,1,2,6,131.27623616709494,139.42779755460322,Graduate,1,1,6,5,2,2,4,5,14.271063325577746,13.590218970243974,0,0,1.3684818760900628,0.06199542222322041,9.080915515951986
1,1,1,29,0,0,0,3,3,2,1,1,0,0,0,2,3,2,3,130.61788384008196,142.666340728099,Dropout,1,1,6,7,1,1,1,4,12.893381824755492,13.022789049007303,0,0,3.3083286184040386,1.6693990469397018,5.4296400357135495
1,1,1,24,0,0,0,2,4,4,7,1,1,0,0,2,2,3,1,149.8758031350815,140.64690302590452,Graduate,1,1,5,5,3,2,5,5,13.73428377234515,15.26205209243944,0,0,2.6549337968069366,1.3644774542741,7.002393838637712
0,1,1,19,0,0,0,4,3,7,4,1,1,0,0,2,2,2,8,143.86158386672378,156.77075439988766,Graduate,1,1,7,6,1,0,7,4,13.388933252327455,12.130131123114815,0,0,3.0858404603045817,1.0941214727090784,7.7360774307319735
0,1,1,21,0,0,0,6,3,6,7,0,1,1,0,1,1,2,7,156.4379962765393,179.29968003169836,Graduate,0,2,7,7,6,7,7,6,18.023191272869,17.83183902184043,0,0,3.568920941613632,2.3413289536987945,6.773299261900155
0,1,2,21,0,0,0,5,3,7,8,0,1,0,0,1,2,2,6,169.74700943753032,182.43306142698646,Dropout,2,1,7,7,4,4,3,5,12.898695881855797,13.32810905198744,0,0,2.1919130870416157,1.232291772145606,8.40207291715948
1,2,1,17,0,0,0,1,2,7,7,0,0,0,0,1,2,1,1,145.97313332614095,160.4783130648434,Dropout,0,1,4,5,3,2,3,4,14.255623334590386,14.557253870340746,0,0,1.1955266433948175,1.4192023579045603,6.511409882887124
1,1,1,17,0,0,0,2,4,10,7,0,1,0,0,1,2,2,7,151.8611421378271,147.5137951947907,Dropout,2,0,6,6,3,4,5,6,13.9340921015721,13.546294792129489,0,0,1.4654672573008494,0.8170636578980064,9.373308568361105
0,1,1,25,1,0,0,2,1,6,7,0,1,0,0,2,3,2,6,189.12603037884466,200.0,Dropout,1,0,4,5,4,3,3,3,15.07746559345238,16.753509535079385,0,0,1.6467922505600894,1.2363923883755281,7.621876223248677
1,2,1,25,0,0,0,1,4,7,9,1,1,0,0,1,3,2,5,151.41353093798097,146.65272207394145,Graduate,0,1,5,6,2,3,3,3,14.188685645536973,13.735930576918882,0,0,2.156864722598743,1.2550123869393013,7.499302992236019
0,1,1,24,0,1,0,1,3,7,7,0,0,0,0,2,2,2,5,130.20652792047153,129.81884283256446,Dropout,0,0,6,7,6,6,4,6,17.10469853619152,16.394159264898796,0,0,1.200996242228197,1.9115677306799732,7.751997653185452
1,2,1,29,1,0,0,2,4,7,7,1,1,0,1,1,4,2,8,138.63351621483739,133.98825565013215,Graduate,1,0,6,5,4,5,5,4,14.7288033138844,14.574971207035844,1,0,1.1539266486568565,2.410178857750661,8.242459107390959
1,1,1,18,1,0,0,6,1,7,7,1,1,0,0,1,1,2,1,106.68347205528102,100.87167823984181,Dropout,1,1,7,8,6,5,4,8,15.957074249946398,14.877600493001172,0,1,3.6488727909444023,2.00460382964906,5.479094438888169
1,2,1,29,0,0,0,3,4,6,2,1,1,0,0,1,1,4,2,150.90929004848928,150.85688871327682,Dropout,0,0,4,4,1,0,3,4,13.9682960097428,12.333937423140057,1,0,2.7923272735274196,2.273086141750861,7.713715401169648
0,1,1,17,0,0,0,3,1,3,5,1,1,0,0,1,2,2,8,129.00980498010705,117.47225253753442,Graduate,1,1,5,6,1,1,4,5,10.0,10.795068358448484,2,1,3.5791394874384936,2.217050609642572,8.167358025669653
0,2,1,17,0,1,0,2,3,7,4,0,1,0,0,1,1,2,1,122.18451184330851,115.31300806016442,Enrolled,0,0,5,6,1,1,2,3,12.64172242132895,12.70104065217213,2,1,1.1319614521130046,1.3562337541171485,10.541484499862067
0,3,1,17,0,0,0,3,2,7,5,1,1,0,0,1,1,2,8,122.69833245828943,112.97209316008919,Graduate,0,0,4,5,2,1,4,3,15.702752360509223,15.241837469429248,0,0,2.7899945380938127,2.2165866672972108,6.052091364504775
0,1,1,19,0,0,0,6,3,7,7,1,0,0,0,1,1,2,1,162.86912020857636,178.21104814915464,Graduate,1,1,7,7,4,3,5,4,15.37763497138632,16.432483727995177,0,1,3.7864038388781203,1.49082104068859,5.95669412766256
1,1,1,18,0,0,0,3,3,2,2,0,0,0,0,5,2,2,7,134.8231112504454,151.02350345896855,Graduate,1,0,5,6,0,0,5,6,15.894222765874723,16.0669087395896,0,0,1.8257756257739437,0.8892636238601387,5.698151105397656
1,1,1,24,0,0,0,1,2,4,1,1,1,0,0,1,1,2,8,155.28647054021044,180.74010388378215,Enrolled,0,1,5,5,3,2,5,5,15.575163135632199,15.313037278807222,0,0,1.4542990610103472,1.3609661860178603,8.862531442510091
1,1,1,22,0,0,1,2,3,5,4,0,1,0,0,3,1,3,5,147.71480656431245,147.0456529288118,Graduate,0,0,4,4,4,4,1,3,14.076802318873114,13.26648534112357,1,0,2.620174427907096,1.2415690991566875,6.908364912256895
1,1,1,17,0,1,0,6,2,7,4,0,0,0,0,2,1,2,6,144.00700926423892,144.30133791515175,Dropout,0,0,4,3,1,2,3,2,15.394871415240168,15.05457315793334,0,0,2.687575756082358,1.974825720114686,8.354427742450135
1,1,1,19,0,0,0,2,3,7,5,1,0,0,0,1,2,2,1,132.33522540192033,140.04982796696245,Graduate,0,1,6,5,4,3,2,5,16.339256734206344,16.1094858614534,1,0,2.092287351819851,1.302570010805049,8.148188464143258
1,1,1,19,0,0,0,3,3,3,9,1,0,0,0,4,1,3,2,149.91482109927753,137.1509460423171,Graduate,1,1,5,4,4,4,2,4,17.216241581243,18.16087206848836,0,0,2.4755853122719738,1.7508018320414331,5.883995932493486
1,1,1,17,0,0,0,1,1,7,7,0,1,0,0,4,5,2,8,131.48197272731932,121.69770274057029,Dropout,0,0,5,5,2,1,1,4,17.17363139652545,16.558264149485773,0,0,3.986196742628467,1.684866884653723,5.43700133226332
1,1,1,17,0,0,0,1,3,1,4,1,1,0,0,1,3,4,7,143.12917121745195,127.15750194009111,Enrolled,0,1,6,5,3,2,2,5,18.76269870509827,18.987074405383876,0,0,2.5587517885355875,1.5078707737401291,7.865965779863784
0,1,1,17,0,0,1,4,3,5,2,0,1,0,0,1,1,2,1,162.12482889170096,170.49272534520912,Graduate,0,1,7,8,2,3,3,7,11.28700869455128,11.143184005737062,1,2,3.7866697442987545,1.5575452383267256,5.69196381873207
0,1,1,28,0,0,0,2,2,5,7,1,1,0,0,3,2,2,7,166.3402763888206,157.7290780354879,Graduate,1,0,7,6,5,5,4,5,13.190139522248957,12.590040655853743,0,1,1.2841072492726802,1.4958896734890081,9.2477744040564
0,1,1,22,0,0,0,2,6,7,7,1,1,0,0,1,1,2,4,131.2792665340721,141.2957293189456,Graduate,0,0,4,3,2,3,2,3,11.613784146196561,11.89917839343498,0,0,0.38476224557370875,0.9145389794407661,7.948781276043646
1,1,1,24,0,0,0,2,3,7,5,1,1,0,0,3,3,2,5,147.4436938190134,142.8257094262291,Graduate,0,1,5,4,1,2,2,3,12.101502939473251,12.447116080882633,1,0,2.316330347062113,1.271402261476017,7.201095388718816
1,1,1,17,0,0,0,6,2,4,3,1,1,0,0,1,1,3,1,151.6854655846229,151.72285320114483,Enrolled,0,1,7,6,2,3,2,3,16.186299440609837,15.585691035335406,0,1,3.1850622033544758,1.895685099458803,7.862441727286614
0,1,1,27,0,0,1,1,1,6,1,1,1,0,0,1,1,4,4,144.7486308512096,143.0371830585358,Enrolled,3,0,4,5,3,4,1,4,13.94837487677014,13.47062863700561,0,0,1.0401710757692928,0.9228079940120378,7.84632799650265
1,1,1,28,0,0,0,4,3,7,3,1,0,0,0,1,3,1,4,155.2712655986459,157.17457141133667,Graduate,0,1,7,8,1,0,5,5,16.19283363941997,15.397056018787243,2,0,1.8194772424134975,1.6279515796513218,7.968288107262497
1,1,1,17,0,0,0,2,2,4,5,0,1,0,0,1,1,3,6,155.49306468588284,150.6028862711448,Graduate,1,1,7,7,2,2,3,3,13.334853303423808,14.39295684844239,0,1,3.643597748976261,1.6627142664795065,7.585471556999866
0,2,1,17,0,0,0,4,2,10,7,0,1,0,0,4,2,2,6,176.75286068201186,187.14964697298703,Graduate,1,0,5,4,1,2,4,3,16.65001142864637,18.05542151640334,0,0,3.353291682235147,0.9512801824841985,6.347189389772194
0,1,1,23,0,0,0,6,1,7,7,0,1,0,0,1,3,2,5,183.1254449824666,181.44915973589144,Graduate,0,1,7,7,4,3,5,7,14.469177662134621,14.170260833607175,0,1,1.8244891164166677,2.026478125692556,8.48395854455096
1,1,1,24,0,1,0,2,3,3,5,1,1,0,0,1,3,1,1,136.7034300961866,140.34331114819597,Dropout,0,0,4,5,3,3,2,3,14.438569447476883,15.153752954073106,0,2,2.5295194685072504,1.8395972532935372,8.347494612996147
0,1,1,18,0,1,0,1,3,6,7,1,1,0,0,1,1,3,2,173.20598443860172,174.30153483933833,Graduate,1,1,6,6,0,0,3,4,15.497000319920842,14.735814513094475,0,0,3.0236632095179536,1.0704724489130792,5.53246350247467
1,2,1,19,0,1,0,1,1,3,10,1,1,0,0,1,4,2,2,148.7818947388933,138.64596590192954,Graduate,0,0,5,4,0,-1,3,3,13.885353305948863,13.635081609317664,0,0,2.5283465813047297,1.0996582335568725,7.3129793543507935
0,3,1,18,0,1,0,4,3,6,7,1,1,0,0,3,1,1,8,136.45022322861237,149.94262042185227,Graduate,1,0,6,7,0,1,3,5,12.205213052693216,12.970367223485914,1,0,3.6919736104004457,1.636832418024116,7.676673990929923
1,1,1,22,0,0,0,1,6,7,7,1,1,0,0,1,2,2,8,152.14179530056072,145.62541320081897,Graduate,0,1,4,4,4,3,3,2,11.085928254050767,10.606592868042767,0,0,1.4981040721451335,0.4875342849382729,8.30162042004852
1,1,1,27,0,1,0,2,6,1,8,1,1,0,0,4,2,2,7,135.3399374291867,143.4274169282289,Dropout,0,1,7,6,6,6,5,5,17.32296159048395,16.97720403149677,0,0,2.5834933753528437,1.2506732585577829,8.399964459713637
1,2,1,17,0,1,0,2,4,7,4,0,1,0,0,1,1,2,2,139.146413629558,146.43615126860564,Graduate,0,0,5,6,2,3,4,6,13.687154058321791,12.717726503742028,1,0,2.9394968979561744,1.3553641361369042,6.43931717989464
1,1,1,26,0,0,0,2,4,6,1,0,1,0,0,1,2,2,7,118.06923081732315,103.0799419087955,Graduate,0,0,7,7,5,5,5,3,12.471404844047285,12.03106806064313,0,1,0.798350650609621,1.4437065090060979,9.086044026337628
0,1,1,17,0,0,0,1,2,10,10,0,0,0,0,5,2,1,2,141.60849246476343,139.81125400433112,Graduate,0,0,7,7,6,7,3,6,13.627906374289736,14.168366040152053,1,0,1.1071470934369407,1.9680329877127072,11.101740429809675
0,1,1,17,0,0,0,4,2,1,5,1,0,0,0,1,4,2,5,158.65355366050383,164.45176337277312,Dropout,0,1,6,7,4,5,3,5,11.87523164116416,12.426770430329922,0,1,2.1672234914549957,1.3666571549821203,8.740497358555162
0,1,1,25,0,0,0,4,2,7,7,0,1,0,0,1,1,2,6,154.4111916441868,151.51593031961718,Graduate,0,0,4,3,0,-1,3,2,14.901047997539848,14.303467763067669,0,0,3.2694276881989075,1.740192770275112,7.5562672052419355
1,3,1,26,0,0,1,2,3,7,7,1,1,0,0,1,1,2,1,147.27388289191757,145.99419223815815,Dropout,0,0,6,5,6,7,4,4,14.562584869434529,13.481122491091465,0,0,2.584246988769382,1.4640148100431218,8.025264958679077
1,3,1,25,0,0,0,3,4,2,4,0,0,0,0,1,1,2,5,174.73494337226876,176.9054131289186,Graduate,0,0,7,6,2,3,6,5,15.017672529057174,15.635430931581125,1,1,1.6092042210462583,1.4053625162508943,8.24596622668265
1,2,1,17,0,0,0,3,2,4,6,0,1,0,0,1,2,2,3,182.68221019162627,178.92267117904518,Graduate,1,0,7,8,4,3,6,5,13.412689553083267,11.672943701302968,0,0,1.9721341190141446,1.4278682010854515,8.432438581396097
0,1,1,19,0,0,0,3,2,7,6,1,0,0,0,1,2,2,4,149.96540646664914,153.53738962931135,Graduate,0,0,4,3,2,3,3,3,17.084124652460936,17.964434750506435,0,0,3.3508411554288053,1.0391368179792624,6.213060632975638
0,2,1,25,0,0,0,3,3,6,3,0,0,0,0,4,1,1,4,171.95431124360817,172.38013518190945,Graduate,0,0,7,6,0,-1,6,2,15.196993646840626,16.75470350165483,0,0,2.606619724970483,1.162347030569497,5.625254627261901
0,1,1,21,0,1,0,3,2,5,2,1,1,0,1,2,1,2,6,146.98358166670394,145.0136634168365,Enrolled,0,0,6,5,3,3,4,3,16.858665359522828,17.93404206909137,1,0,2.4304890809022526,1.549906846740996,7.998333585100146
0,1,1,17,0,0,0,3,2,8,6,1,1,0,0,1,1,2,4,141.75982268813476,132.05455567132503,Graduate,0,0,4,3,0,0,3,2,12.29784914033596,12.816890014042398,0,0,2.1054475411445615,1.4988017378786005,10.594369197997327
1,2,1,23,0,1,0,3,2,1,2,1,0,0,0,1,3,2,3,159.21695907419058,163.27271377485405,Graduate,0,1,4,5,0,-1,4,3,16.47050035734614,16.7511005396171,0,0,1.9529166666591093,1.7119639994852334,6.343674410520538
0,1,1,17,0,0,0,2,6,5,4,1,1,0,0,4,4,3,8,138.5899907638098,114.49959046345472,Graduate,1,1,5,6,1,2,3,2,12.937627141547598,12.61519018624776,0,0,1.6884290348025022,0.8639171655757896,6.899126996897865
